	Rep11_MOB.st_mat.processed	average
Sh3bgrl	0.45300000000000035	0.18416090509114733
Cwc25	0.5480000000000004	0.24387177875551244
Camkk1	0.6510000000000005	0.3086109365179294
Chn2	0.46800000000000036	0.19358893777499445
Dhh	0.32800000000000024	0.10559396605908787
Map3k11	0.5270000000000004	0.23067253299812646
Zmynd11	0.5200000000000004	0.22627278441233112
Snx13	0.5050000000000003	0.21684475172848397
Ptbp3	0.5160000000000003	0.22375864236330523
Secisbp2l	0.5680000000000004	0.2564424890006419
Fyco1	0.5590000000000004	0.25078566939033364
Cox5b	0.5860000000000004	0.2677561282212585
Rnf181	0.47200000000000036	0.19610307982402037
Cyfip2	0.4900000000000004	0.20741671904463693
Sptssa	0.5190000000000003	0.22564424890007465
Pmepa1	0.6140000000000004	0.2853551225644398
Pde4dip	0.47300000000000036	0.19673161533627684
Rhbdd3	0.47800000000000037	0.1998742928975592
Oxct1	0.4270000000000003	0.16781898177247898
Huwe1	0.5450000000000004	0.241986172218743
Tcaim	0.4180000000000003	0.1621621621621707
Med13	0.4180000000000003	0.1621621621621707
Nlk	0.5010000000000003	0.21433060967945808
Atm	0.45500000000000035	0.18541797611566027
Sptan1	0.4940000000000004	0.20993086109366282
Zcchc11	0.46500000000000036	0.19170333123822503
Etv3	0.5340000000000004	0.23507228158392177
Tspan2	0.5420000000000004	0.24010056568197358
Fam160a2	0.5590000000000004	0.25078566939033364
Zfyve20	0.45500000000000035	0.18541797611566027
Ctr9	0.43200000000000033	0.17096165933376134
Cers5	0.5200000000000004	0.22627278441233112
Scly	0.5530000000000004	0.2470144563167948
Fndc4	0.5330000000000004	0.2344437460716653
Kif1b	0.44400000000000034	0.17850408548083904
Polr2l	0.5520000000000004	0.24638592080453833
Vcpip1	0.6050000000000004	0.27969830295413156
Pcp4	1.0309999999999973	0.5474544311753878
Gnb2	0.47300000000000036	0.19673161533627684
Rapgef3	0.45100000000000035	0.18290383406663438
Sema3c	0.6330000000000005	0.29729729729731286
Tipin	0.5630000000000004	0.2532998114393596
Atp6v0d1	0.43300000000000033	0.1715901948460178
Gpr137b	0.44600000000000034	0.179761156505352
X2310010J17Rik	0.5100000000000003	0.21998742928976636
Slc3a2	0.48000000000000037	0.20113136392207218
Rbmx	0.5420000000000004	0.24010056568197358
Ube2a	0.4240000000000003	0.16593337523570953
Man1b1	0.5420000000000004	0.24010056568197358
Ndel1	0.44100000000000034	0.17661847894406962
Cdk5	0.4980000000000004	0.21244500314268872
Arf4	0.6140000000000004	0.2853551225644398
Lrfn4	0.6550000000000005	0.3111250785669553
Hist1h2ad	0.3730000000000003	0.13387806411062927
Dnajc4	0.5500000000000004	0.2451288497800254
Usp33	0.44400000000000034	0.17850408548083904
Tmem203	0.45400000000000035	0.1847894406034038
Mcfd2	0.5660000000000004	0.255185417976129
Epha10	0.5780000000000004	0.2627278441232067
Slc9a3r2	0.4950000000000004	0.2105593966059193
Ahi1	0.6190000000000004	0.2884978001257222
Ap3b2	0.43800000000000033	0.1747328724073002
Tbx15	0.4030000000000003	0.15273412947832354
Aacs	0.4980000000000004	0.21244500314268872
Trim11	0.7520000000000006	0.37209302325583343
Snrnp70	0.6820000000000005	0.32809553739788017
Dock1	0.5440000000000004	0.24135763670648652
Eif4ebp2	0.4910000000000004	0.2080452545568934
Trpv2	0.47500000000000037	0.19798868636078978
Higd1a	0.4170000000000003	0.16153362664991422
Ngrn	0.5070000000000003	0.21810182275299694
Hspa1a	0.5260000000000004	0.23004399748586996
Sept8	0.5820000000000004	0.2652419861722326
Psme2	0.5480000000000004	0.24387177875551244
Utrn	0.5180000000000003	0.22501571338781817
Lsm3	0.6030000000000004	0.27844123192961856
Wbp1l	0.4020000000000003	0.15210559396606707
Gm10012	0.5890000000000004	0.26964173475802794
Fstl5	0.5570000000000004	0.2495285983658207
Pgap1	0.5900000000000004	0.2702702702702844
Pam	0.47800000000000037	0.1998742928975592
Arpc1a	0.46200000000000035	0.1898177247014556
Trmt11	0.4850000000000004	0.20427404148335454
Gtf2h4	0.5290000000000004	0.2319296040226394
Mageh1	0.5100000000000003	0.21998742928976636
Cdk14	0.5770000000000004	0.2620993086109502
Zmiz1	0.5030000000000003	0.21558768070397102
Ndufc1	0.47900000000000037	0.2005028284098157
Ttyh2	0.5940000000000004	0.2727844123193103
Tpk1	0.4860000000000004	0.204902576995611
Hnrpll	0.46400000000000036	0.19107479572596855
Pde12	0.5370000000000004	0.2369578881206912
Cops8	0.5330000000000004	0.2344437460716653
Arhgap5	0.47000000000000036	0.19484600879950742
Hey1	0.6330000000000005	0.29729729729731286
Cox14	0.6860000000000005	0.33060967944690606
Pak6	0.5720000000000004	0.2589566310496678
B230217C12Rik	0.5800000000000004	0.26398491514771966
X2410004B18Rik	0.6160000000000004	0.2866121935889528
X1600012H06Rik	0.47100000000000036	0.1954745443117639
Pdap1	0.5260000000000004	0.23004399748586996
Gpatch2l	0.5460000000000004	0.24261470773099947
Rasgrp3	0.5310000000000004	0.23318667504715235
Hnrnpul2	0.5480000000000004	0.24387177875551244
Adamts15	0.5360000000000004	0.2363293526084347
Apc	0.5330000000000004	0.2344437460716653
Rab33b	0.4850000000000004	0.20427404148335454
Btbd3	0.6070000000000004	0.2809553739786445
B4galt5	0.5320000000000004	0.23381521055940882
Slc2a1	0.4030000000000003	0.15273412947832354
Rd3	0.47300000000000036	0.19673161533627684
Coq6	0.5200000000000004	0.22627278441233112
Vdac1	0.4310000000000003	0.17033312382150487
Plec	0.4900000000000004	0.20741671904463693
Gclm	0.4970000000000004	0.21181646763043224
Tuba1a	0.44800000000000034	0.18101822752986496
Brd4	0.4230000000000003	0.16530483972345306
Pyroxd2	0.45600000000000035	0.18604651162791674
Itsn1	0.5000000000000003	0.2137020741672016
Ctsb	0.46100000000000035	0.18918918918919914
Srcin1	0.5990000000000004	0.27592708988059267
Tspan31	0.5050000000000003	0.21684475172848397
Paics	0.4850000000000004	0.20427404148335454
Mark1	0.4960000000000004	0.21118793211817577
Aip	0.44900000000000034	0.18164676304212143
Nudt3	0.5980000000000004	0.2752985543683362
Ccnh	0.5420000000000004	0.24010056568197358
Ube2ql1	0.6020000000000004	0.2778126964173621
Auts2	0.5270000000000004	0.23067253299812646
Cd99l2	0.46100000000000035	0.18918918918919914
Tcerg1	0.6340000000000005	0.2979258328095693
Fzr1	0.5240000000000004	0.228786926461357
Chmp5	0.4050000000000003	0.1539912005028365
Mfsd2a	0.5620000000000004	0.2526712759271031
Naca	0.5390000000000004	0.23821495914520416
Tada1	0.5260000000000004	0.23004399748586996
Slu7	0.5350000000000004	0.23570081709617824
Tbp	0.5300000000000004	0.23255813953489587
Phc3	0.5140000000000003	0.22250157133879225
Slc38a6	0.5420000000000004	0.24010056568197358
Csnk1g3	0.5640000000000004	0.25392834695161604
March5	0.5400000000000004	0.23884349465746063
Gm13889	0.6160000000000004	0.2866121935889528
Htr3a	0.4980000000000004	0.21244500314268872
Shisa3	0.6110000000000004	0.2834695160276704
Rab18	0.5100000000000003	0.21998742928976636
Pld1	0.5160000000000003	0.22375864236330523
Zfp91	0.4160000000000003	0.16090509113765772
Plcl1	0.5280000000000004	0.23130106851038293
Bgn	0.6920000000000005	0.3343808925204449
Col9a1	0.25000000000000017	0.05656819610308278
Neto2	0.5300000000000004	0.23255813953489587
Ppp3cc	0.5560000000000004	0.24890006285356422
Mat2b	0.47400000000000037	0.1973601508485333
Tgfbr2	0.5190000000000003	0.22564424890007465
Daam1	0.5490000000000004	0.24450031426776891
Anapc4	0.46100000000000035	0.18918918918919914
Eprs	0.5890000000000004	0.26964173475802794
Pcsk6	0.5530000000000004	0.2470144563167948
Ptprd	0.5400000000000004	0.23884349465746063
Psmb10	0.5650000000000004	0.25455688246387254
Fancc	0.5280000000000004	0.23130106851038293
Acbd5	0.47300000000000036	0.19673161533627684
X1200011I18Rik	0.5000000000000003	0.2137020741672016
Syt4	0.5200000000000004	0.22627278441233112
Rbm42	0.5780000000000004	0.2627278441232067
Pygb	0.4840000000000004	0.20364550597109807
Eomes	0.6590000000000005	0.3136392206159812
Aldh7a1	0.4290000000000003	0.16907605279699192
Mypop	0.5580000000000004	0.2501571338780772
Aco2	0.4050000000000003	0.1539912005028365
Nr2f1	0.5680000000000004	0.2564424890006419
Cdk17	0.5370000000000004	0.2369578881206912
Steap2	0.5410000000000004	0.2394720301697171
Car10	0.5280000000000004	0.23130106851038293
Lamtor1	0.44500000000000034	0.17913262099309551
Vps26a	0.4950000000000004	0.2105593966059193
Sertad4	0.8120000000000006	0.40980515399122197
Atg9a	0.5230000000000004	0.22815839094910054
B3galtl	0.5460000000000004	0.24261470773099947
Cand2	0.4830000000000004	0.2030169704588416
Tmx3	0.47500000000000037	0.19798868636078978
Ank2	0.47600000000000037	0.19861722187304626
Cul1	0.5160000000000003	0.22375864236330523
Syt13	0.46000000000000035	0.18856065367694266
Tiam2	0.5550000000000004	0.24827152734130775
Frmd3	0.6080000000000004	0.28158390949090095
Clk4	0.4230000000000003	0.16530483972345306
Dopey2	0.5230000000000004	0.22815839094910054
Gpr37l1	0.5000000000000003	0.2137020741672016
Adnp	0.6570000000000005	0.31238214959146826
Cdca7l	0.5450000000000004	0.241986172218743
Rwdd4a	0.45300000000000035	0.18416090509114733
Cuedc2	0.5630000000000004	0.2532998114393596
Kptn	0.5890000000000004	0.26964173475802794
Hspe1	0.34900000000000025	0.11879321181647386
Pitrm1	0.6070000000000004	0.2809553739786445
Dlx6as1	0.7410000000000005	0.3651791326210122
Arhgap32	0.5200000000000004	0.22627278441233112
Scrib	0.47400000000000037	0.1973601508485333
Arap2	0.5120000000000003	0.2212445003142793
Pcdhb7	0.4850000000000004	0.20427404148335454
Cox4i1	0.47400000000000037	0.1973601508485333
Cnn3	0.5430000000000004	0.24072910119423005
Ryr3	0.5510000000000004	0.24575738529228186
Ppp1r36	0.4940000000000004	0.20993086109366282
Xrcc6bp1	0.4900000000000004	0.20741671904463693
Ccdc85a	0.6540000000000005	0.3104965430546988
Dhps	0.4850000000000004	0.20427404148335454
Cd24a	0.5210000000000004	0.2269013199245876
Wdr1	0.4050000000000003	0.1539912005028365
Copa	0.4120000000000003	0.15839094908863183
Slitrk5	0.5450000000000004	0.241986172218743
Map2k2	0.46500000000000036	0.19170333123822503
Itgb1	0.4160000000000003	0.16090509113765772
Pikfyve	0.5610000000000004	0.2520427404148466
Txndc15	0.5060000000000003	0.21747328724074047
Myt1l	0.4940000000000004	0.20993086109366282
Vat1l	0.6920000000000005	0.3343808925204449
Shprh	0.5730000000000004	0.2595851665619243
Arhgdig	0.6390000000000005	0.3010685103708517
BC002163	0.4970000000000004	0.21181646763043224
Acsl4	0.6070000000000004	0.2809553739786445
Rgs12	0.7470000000000006	0.36895034569455104
Man2b1	0.46500000000000036	0.19170333123822503
Pex13	0.46000000000000035	0.18856065367694266
Prune2	0.5800000000000004	0.26398491514771966
Rmnd5b	0.44200000000000034	0.1772470144563261
Rad9a	0.5250000000000004	0.22941546197361348
Lmnb2	0.5260000000000004	0.23004399748586996
Sfrp1	0.6610000000000005	0.31489629164049415
Gemin5	0.43900000000000033	0.17536140791955668
Laptm4a	0.3850000000000003	0.14142049025770698
Phka2	0.5900000000000004	0.2702702702702844
Slc39a1	0.4850000000000004	0.20427404148335454
Birc2	0.5980000000000004	0.2752985543683362
Srebf2	0.5120000000000003	0.2212445003142793
Atp6ap1	0.5360000000000004	0.2363293526084347
Atp6v0b	0.4060000000000003	0.15461973601509296
Pkig	0.8320000000000006	0.4223758642363515
BC030336	0.6290000000000004	0.29478315524828697
Eif3i	0.5020000000000003	0.21495914519171455
Ubr4	0.6840000000000005	0.3293526084223931
Phf1	0.4010000000000003	0.15147705845381057
D8Ertd738e	0.5040000000000003	0.2162162162162275
Foxg1	0.45700000000000035	0.18667504714017322
Ptprs	0.4200000000000003	0.16341923318668364
Ints2	0.5030000000000003	0.21558768070397102
Wipf2	0.5410000000000004	0.2394720301697171
Psmd7	0.45900000000000035	0.1879321181646862
Yipf4	0.5550000000000004	0.24827152734130775
Tenm3	0.6580000000000005	0.31301068510372476
Sez6	0.8530000000000006	0.43557510999373744
Ssbp4	0.5160000000000003	0.22375864236330523
Polr1c	0.6040000000000004	0.27906976744187506
Nup88	0.5180000000000003	0.22501571338781817
Lrrc8a	0.4290000000000003	0.16907605279699192
Matk	0.7050000000000005	0.34255185417977907
Aftph	0.5080000000000003	0.21873035826525342
Ercc6	0.48000000000000037	0.20113136392207218
Tril	0.5860000000000004	0.2677561282212585
X1810014B01Rik	0.47600000000000037	0.19861722187304626
Flnb	0.4860000000000004	0.204902576995611
Ndrg3	0.47100000000000036	0.1954745443117639
Cpne6	0.5580000000000004	0.2501571338780772
Rin2	0.47200000000000036	0.19610307982402037
Rtn4	0.4240000000000003	0.16593337523570953
Zhx1	0.5190000000000003	0.22564424890007465
Lims2	0.5800000000000004	0.26398491514771966
Siah1a	0.5150000000000003	0.22313010685104873
Necab3	0.6100000000000004	0.2828409805154139
Ppp2r2b	0.5610000000000004	0.2520427404148466
Csnk1e	0.45100000000000035	0.18290383406663438
Nat14	0.7460000000000006	0.3683218101822946
Scarf2	0.3850000000000003	0.14142049025770698
Maged1	0.5010000000000003	0.21433060967945808
Cacng3	1.1189999999999876	0.6027655562539516
Chmp1a	0.5150000000000003	0.22313010685104873
Maea	0.44400000000000034	0.17850408548083904
Abhd4	0.4190000000000003	0.16279069767442716
Tmem63b	0.5110000000000003	0.22061596480202283
Camk2g	0.5590000000000004	0.25078566939033364
Gaa	0.43700000000000033	0.1741043368950437
Wdr36	0.6340000000000005	0.2979258328095693
Adss	0.5720000000000004	0.2589566310496678
Ms4a6c	0.4160000000000003	0.16090509113765772
Kirrel3	0.5910000000000004	0.2708988057825409
Rock1	0.47900000000000037	0.2005028284098157
Ctsz	0.46700000000000036	0.19296040226273797
Srp54b	0.47200000000000036	0.19610307982402037
Clasp2	0.46600000000000036	0.1923318667504815
Gpbp1	0.5160000000000003	0.22375864236330523
Gpatch4	0.4920000000000004	0.20867379006914988
Kcnip2	0.5190000000000003	0.22564424890007465
Prkcb	0.5050000000000003	0.21684475172848397
Nisch	0.5280000000000004	0.23130106851038293
Fmr1	0.6020000000000004	0.2778126964173621
Slc48a1	0.3970000000000003	0.14896291640478468
Gna11	0.45700000000000035	0.18667504714017322
Fam76a	0.6320000000000005	0.29666876178505636
Sox12	0.6430000000000005	0.3035826524198776
Ndufa11	0.4160000000000003	0.16090509113765772
Spock3	0.5360000000000004	0.2363293526084347
Insm1	0.5710000000000004	0.2583280955374114
Neurl4	0.5310000000000004	0.23318667504715235
Lsg1	0.5990000000000004	0.27592708988059267
Tcf4	0.44900000000000034	0.18164676304212143
Hist1h4d	0.5480000000000004	0.24387177875551244
Lyn	0.5340000000000004	0.23507228158392177
Papola	0.5630000000000004	0.2532998114393596
Tagln3	0.5020000000000003	0.21495914519171455
Atp1a2	0.4960000000000004	0.21118793211817577
Setd1b	0.5120000000000003	0.2212445003142793
Cdc42se2	0.46600000000000036	0.1923318667504815
Ildr2	0.5400000000000004	0.23884349465746063
Cldn12	0.4890000000000004	0.20678818353238043
Zc4h2	0.5200000000000004	0.22627278441233112
Dhodh	0.5360000000000004	0.2363293526084347
Smarce1	0.5110000000000003	0.22061596480202283
S100b	0.43300000000000033	0.1715901948460178
Dctn2	0.44600000000000034	0.179761156505352
Sdhaf1	0.5110000000000003	0.22061596480202283
Myef2	0.3880000000000003	0.1433060967944764
Cpsf3	0.5540000000000004	0.24764299182905128
Maf1	0.5640000000000004	0.25392834695161604
Diap1	0.33600000000000024	0.11062225015713967
Yme1l1	0.47300000000000036	0.19673161533627684
Usp24	0.45600000000000035	0.18604651162791674
Nckipsd	0.6630000000000005	0.3161533626650071
Gpr17	0.5280000000000004	0.23130106851038293
Zfp740	0.46100000000000035	0.18918918918919914
Tbc1d9b	0.5210000000000004	0.2269013199245876
Arl2bp	0.5110000000000003	0.22061596480202283
Rxrb	0.47900000000000037	0.2005028284098157
Pop7	0.47700000000000037	0.19924575738530273
Cnot7	0.45400000000000035	0.1847894406034038
Ccsap	0.9010000000000007	0.4657448145820483
Hnrnpa2b1	0.47500000000000037	0.19798868636078978
Rbfox3	1.1589999999999832	0.6279069767442078
Xpr1	0.45500000000000035	0.18541797611566027
Kcnd3	0.6600000000000005	0.3142677561282377
Mrpl33	0.5620000000000004	0.2526712759271031
Ddx19a	0.4880000000000004	0.20615964802012396
Rcc2	0.5270000000000004	0.23067253299812646
Psmb4	0.5280000000000004	0.23130106851038293
Ddx50	0.5630000000000004	0.2532998114393596
D5Ertd579e	0.7320000000000005	0.3595223130107039
Rnf138	0.43600000000000033	0.17347580138278723
Igsf11	0.4310000000000003	0.17033312382150487
Emd	0.43700000000000033	0.1741043368950437
Stx12	0.6030000000000004	0.27844123192961856
Ntan1	0.44400000000000034	0.17850408548083904
Gng13	0.6510000000000005	0.3086109365179294
Mrpl13	0.5240000000000004	0.228786926461357
Emc2	0.47800000000000037	0.1998742928975592
Cct8	0.5440000000000004	0.24135763670648652
Tmem127	0.4860000000000004	0.204902576995611
Phyhd1	0.4250000000000003	0.166561910747966
Tmed7	0.46200000000000035	0.1898177247014556
Prkaca	0.3880000000000003	0.1433060967944764
Stx6	0.5190000000000003	0.22564424890007465
Macrod2	0.5240000000000004	0.228786926461357
Gramd4	0.4930000000000004	0.20930232558140635
Rbbp6	0.4310000000000003	0.17033312382150487
Aasdhppt	0.46400000000000036	0.19107479572596855
Bpgm	0.5410000000000004	0.2394720301697171
Ndufb10	0.7450000000000006	0.3676932746700381
Lrpap1	0.6070000000000004	0.2809553739786445
Banp	0.6340000000000005	0.2979258328095693
Ncrna00085	0.5330000000000004	0.2344437460716653
Jmjd6	0.47500000000000037	0.19798868636078978
Jmy	0.44900000000000034	0.18164676304212143
Gng4	1.1899999999999797	0.6473915776241563
Clk2	0.4180000000000003	0.1621621621621707
Phactr1	0.6020000000000004	0.2778126964173621
Eno2	0.6270000000000004	0.293526084223774
Mir703	0.5240000000000004	0.228786926461357
Sh3glb2	0.5620000000000004	0.2526712759271031
Grm2	0.5050000000000003	0.21684475172848397
Akr1e1	0.4880000000000004	0.20615964802012396
Wwp2	0.4240000000000003	0.16593337523570953
Selk	0.4920000000000004	0.20867379006914988
Scara3	0.5040000000000003	0.2162162162162275
Hspd1	0.5930000000000004	0.27215587680705383
Ptov1	0.5650000000000004	0.25455688246387254
Trim59	0.5340000000000004	0.23507228158392177
Fam101b	0.5640000000000004	0.25392834695161604
Ankhd1	0.4970000000000004	0.21181646763043224
Mrpl22	0.48000000000000037	0.20113136392207218
Api5	0.5100000000000003	0.21998742928976636
A230065H16Rik	0.6120000000000004	0.28409805153992684
Dgat2	0.6690000000000005	0.319924575738546
Klhdc3	0.4870000000000004	0.20553111250786749
Mlf2	0.5800000000000004	0.26398491514771966
Sucla2	0.4860000000000004	0.204902576995611
Ncapd2	0.5430000000000004	0.24072910119423005
Gpr158	0.5580000000000004	0.2501571338780772
Rabgap1	0.5030000000000003	0.21558768070397102
Bap1	0.5320000000000004	0.23381521055940882
Atxn10	0.47700000000000037	0.19924575738530273
Cadm2	0.5610000000000004	0.2520427404148466
Tsn	0.3750000000000003	0.13513513513514222
Zfp654	0.45600000000000035	0.18604651162791674
Agap3	0.5780000000000004	0.2627278441232067
Sumo3	0.4300000000000003	0.1697045883092484
Minpp1	0.5310000000000004	0.23318667504715235
Eif3a	0.4900000000000004	0.20741671904463693
Romo1	0.5130000000000003	0.22187303582653578
Ube2g2	0.6810000000000005	0.32746700188562367
Lmna	0.5990000000000004	0.27592708988059267
C030023E24Rik	0.45000000000000034	0.1822752985543779
Ambra1	0.5030000000000003	0.21558768070397102
Hbegf	0.43600000000000033	0.17347580138278723
Tmem191c	0.3950000000000003	0.14770584538027173
Fam5c	0.5020000000000003	0.21495914519171455
Uggt1	0.5400000000000004	0.23884349465746063
Btbd7	0.45200000000000035	0.18353236957889085
Uvrag	0.5030000000000003	0.21558768070397102
Yars2	0.6670000000000005	0.318667504714033
X4930503E24Rik	0.5310000000000004	0.23318667504715235
Cyb5	0.5000000000000003	0.2137020741672016
Srrm3	0.5640000000000004	0.25392834695161604
Bcl10	0.4910000000000004	0.2080452545568934
Gm1673	0.6180000000000004	0.28786926461346574
Sft2d2	0.47700000000000037	0.19924575738530273
Ssbp2	0.5310000000000004	0.23318667504715235
Dnm1	0.5920000000000004	0.27152734129479733
Tmem200c	0.5440000000000004	0.24135763670648652
Cacna1i	0.46200000000000035	0.1898177247014556
Ndufc2	0.5670000000000004	0.2558139534883855
Tubgcp3	0.6800000000000005	0.3268384663733672
Homer1	0.6920000000000005	0.3343808925204449
X0610009O20Rik	0.6120000000000004	0.28409805153992684
Rnf34	0.4880000000000004	0.20615964802012396
Nrsn2	0.5630000000000004	0.2532998114393596
C330021F23Rik	0.6070000000000004	0.2809553739786445
Tsr2	0.5060000000000003	0.21747328724074047
Reln	0.6090000000000004	0.28221244500315745
Snhg5	0.5900000000000004	0.2702702702702844
Ccser2	0.45400000000000035	0.1847894406034038
Smyd2	0.4990000000000004	0.2130735386549452
Nbl1	0.34400000000000025	0.11565053425519148
Srpk2	0.44000000000000034	0.17598994343181315
Ppa1	0.5620000000000004	0.2526712759271031
Slc35a5	0.5480000000000004	0.24387177875551244
Gm6710	0.4120000000000003	0.15839094908863183
Osbpl6	0.4280000000000003	0.16844751728473545
Ak1	0.5940000000000004	0.2727844123193103
Mrpl1	0.4840000000000004	0.20364550597109807
Zbtb9	0.5460000000000004	0.24261470773099947
Upf2	0.6780000000000005	0.3255813953488543
Megf8	0.5040000000000003	0.2162162162162275
Hdac5	0.4250000000000003	0.166561910747966
Vmp1	0.5400000000000004	0.23884349465746063
Zkscan3	0.5950000000000004	0.2734129478315668
Lrrc73	0.5860000000000004	0.2677561282212585
Ncald	0.43800000000000033	0.1747328724073002
Insig2	0.5330000000000004	0.2344437460716653
Arid4b	0.5220000000000004	0.22752985543684406
Farsa	0.6450000000000005	0.30483972344439053
Hnrnpf	0.47200000000000036	0.19610307982402037
Ptp4a2	0.5710000000000004	0.2583280955374114
Dnajc30	0.45100000000000035	0.18290383406663438
Dusp26	0.5490000000000004	0.24450031426776891
Hspbp1	0.4920000000000004	0.20867379006914988
Tubg1	0.5410000000000004	0.2394720301697171
Ccdc117	0.4200000000000003	0.16341923318668364
Ccdc47	0.45900000000000035	0.1879321181646862
Ptdss2	0.46200000000000035	0.1898177247014556
Mbd1	0.46500000000000036	0.19170333123822503
Lca5l	0.43400000000000033	0.17221873035827429
Spag7	0.5020000000000003	0.21495914519171455
Cyp51	0.5030000000000003	0.21558768070397102
Anp32b	0.5030000000000003	0.21558768070397102
Fam98b	0.6950000000000005	0.33626649905721434
Adam19	0.46700000000000036	0.19296040226273797
Spry2	0.5040000000000003	0.2162162162162275
Ccdc58	0.6310000000000004	0.2960402262727999
Vipas39	0.5350000000000004	0.23570081709617824
Dnm3	0.47000000000000036	0.19484600879950742
Cd36	0.5280000000000004	0.23130106851038293
Hpca	0.6370000000000005	0.29981143934633875
Dhx30	0.5060000000000003	0.21747328724074047
Gkap1	0.5840000000000004	0.26649905719674555
Cdv3	0.5280000000000004	0.23130106851038293
Golgb1	0.46300000000000036	0.19044626021371208
Srsf2	0.4250000000000003	0.166561910747966
Cspg5	0.6270000000000004	0.293526084223774
Atf2	0.5460000000000004	0.24261470773099947
Psmb2	0.5580000000000004	0.2501571338780772
Pafah1b1	0.47400000000000037	0.1973601508485333
Rad21	0.47400000000000037	0.1973601508485333
A730098P11Rik	0.5250000000000004	0.22941546197361348
Acadm	0.4240000000000003	0.16593337523570953
Ftsjd1	0.4890000000000004	0.20678818353238043
Dync2h1	0.44900000000000034	0.18164676304212143
Wdfy1	0.5850000000000004	0.26712759270900205
Mapk8ip1	0.45500000000000035	0.18541797611566027
Ssr1	0.46700000000000036	0.19296040226273797
Dak	0.43900000000000033	0.17536140791955668
Ogdh	0.47400000000000037	0.1973601508485333
St7l	0.46200000000000035	0.1898177247014556
Stam2	0.5300000000000004	0.23255813953489587
Cryab	0.5930000000000004	0.27215587680705383
Zfyve28	0.5910000000000004	0.2708988057825409
Dtna	0.5520000000000004	0.24638592080453833
Srprb	0.5560000000000004	0.24890006285356422
Fam126a	0.4890000000000004	0.20678818353238043
Lrig2	0.6230000000000004	0.2910119421747481
Psat1	0.5300000000000004	0.23255813953489587
Tbc1d8	0.5530000000000004	0.2470144563167948
Zdhhc14	0.5330000000000004	0.2344437460716653
Nkrf	0.7220000000000005	0.3532369578881392
Tuba8	0.5990000000000004	0.27592708988059267
Noa1	0.4940000000000004	0.20993086109366282
Tnfrsf21	0.47900000000000037	0.2005028284098157
Gbp7	0.5360000000000004	0.2363293526084347
Ltn1	0.5240000000000004	0.228786926461357
Med28	0.4870000000000004	0.20553111250786749
Kpna6	0.4980000000000004	0.21244500314268872
Epb4.1l4a	0.43700000000000033	0.1741043368950437
Stip1	0.47700000000000037	0.19924575738530273
Abcb10	0.5670000000000004	0.2558139534883855
Chadl	0.4980000000000004	0.21244500314268872
Brsk2	0.5330000000000004	0.2344437460716653
Polr2g	0.46200000000000035	0.1898177247014556
Lrp12	0.46200000000000035	0.1898177247014556
Nrcam	0.6710000000000005	0.32118164676305894
Gnb5	0.5030000000000003	0.21558768070397102
Elovl5	0.5160000000000003	0.22375864236330523
Slc30a9	0.46700000000000036	0.19296040226273797
Dzip1	0.4040000000000003	0.15336266499058002
Snapc2	0.5190000000000003	0.22564424890007465
