	P0-O	P0-F0-T0.5	P0-F0-T1	P0-F0-T2	P0-F1-T0.5	P0-F1-T1	P0-F1-T2	P0-F2-T0.5	P0-F2-T1	P0-F2-T2	P1-O	P1-F0-T0.5	P1-F0-T1	P1-F0-T2	P1-F1-T0.5	P1-F1-T1	P1-F1-T2	P1-F2-T0.5	P1-F2-T1	P1-F2-T2	P2-O	P2-F0-T0.5	P2-F0-T1	P2-F0-T2	P2-F1-T0.5	P2-F1-T1	P2-F1-T2	P2-F2-T0.5	P2-F2-T1	P2-F2-T2	P3-O	P3-F0-T0.5	P3-F0-T1	P3-F0-T2	P3-F1-T0.5	P3-F1-T1	P3-F1-T2	P3-F2-T0.5	P3-F2-T1	P3-F2-T2	P4-O	P4-F0-T0.5	P4-F0-T1	P4-F0-T2	P4-F1-T0.5	P4-F1-T1	P4-F1-T2	P4-F2-T0.5	P4-F2-T1	P4-F2-T2	P5-O	P5-F0-T0.5	P5-F0-T1	P5-F0-T2	P5-F1-T0.5	P5-F1-T1	P5-F1-T2	P5-F2-T0.5	P5-F2-T1	P5-F2-T2	P6-O	P6-F0-T0.5	P6-F0-T1	P6-F0-T2	P6-F1-T0.5	P6-F1-T1	P6-F1-T2	P6-F2-T0.5	P6-F2-T1	P6-F2-T2	P7-O	P7-F0-T0.5	P7-F0-T1	P7-F0-T2	P7-F1-T0.5	P7-F1-T1	P7-F1-T2	P7-F2-T0.5	P7-F2-T1	P7-F2-T2	P8-O	P8-F0-T0.5	P8-F0-T1	P8-F0-T2	P8-F1-T0.5	P8-F1-T1	P8-F1-T2	P8-F2-T0.5	P8-F2-T1	P8-F2-T2	P9-O	P9-F0-T0.5	P9-F0-T1	P9-F0-T2	P9-F1-T0.5	P9-F1-T1	P9-F1-T2	P9-F2-T0.5	P9-F2-T1	P9-F2-T2
18x2	4.066810623283207	5.576813506698721	5.6774112346230625	16.6001687011642	9.926408937742089	4.686711321239703	7.185627568941346	1.6248851952490502	2.5843655532435013	37.27610379155906	3.1506769665413428	2.9596503012118527	9.160151741179448	4.689108581759252	4.376487185712109	3.887894076852569	9.009537082832743	13.599122365445815	21.885669940830937	20.706099279257845	3.4715405820977834	1.5391139260722557	2.766668206825946	58.323511108697346	34.42632851194585	18.93746558210227	6.117218120796361	17.75058201563574	4.670384915997537	6.943081164195567	2.794978715718627	2.348981578427868	10.755418112057423	5.015129677564455	7.649388386614467	4.011644060320367	23.965024557992496	12.665056452449718	10.812079833334	18.926260554626445	10.560058230735695	9.210628256824691	5.051580606358638	8.742678276606117	2.12670382325731	4.199277470204021	9.198348488421551	1.258382818327765	6.439801712925814	23.480961203739696	1.584796527293465	2.686539519734623	9.153743973419488	21.12985465213267	1.326907300176086	4.222566313308255	4.046596688229102	5.0886560036208595	3.643223537903903	6.033835459657975	32.07059259315142	23.650354636050867	22.284796269286872	49.85632534217365	2.208275869459112	2.239204550896971	8.54387651931295	4.634356428219337	6.377437323467945	87.3787269798218	3.917302787230945	1.3751892365502085	6.6748058500000385	101.18638592585295	6.476047479375316	30.803257557085157	3.791242998035285	3.682667637460699	8.453579809092593	4.434201216857838	20.741713296922445	2.8574228622560773	12.756791830836512	42.798858707113354	2.2232807444810194	4.501933033195433	8.049870401542687	1.261119885347912	18.08440191951411	4.076662628139484	25.784445012833928	2.0640500154119867	5.741535488912425	14.0698780111092	1.0687773075658635	2.4684972951588904	15.53650391156719	5.258260672155465	2.3053505286441576	9.737054123571934
19x2	2.603238357388732	16.42916502019637	3.246175971321609	9.404761847045778	2.025798461737741	8.062118983908888	3.746585001451018	4.130679618803498	4.081191753411996	64.55099594178543	5.386321382617673	1.9406889898358624	56.812789604569105	9.779157576325625	1.4308405965391462	8.128278608050648	91.7801531094233	7.314818831580048	3.8703318526625363	12.72257302159095	4.534726200440504	19.037670914393207	7.1488366242723105	20.113777843578205	2.300705319920602	3.3601859460224435	19.824487718034966	1.9818189524093932	3.8553801951613003	28.88569842472675	5.108652858835103	4.8684309620794135	32.92212578149658	93.04045187821332	3.612543547188432	36.25448292776392	16.747201891287407	16.23971247868907	6.024106464468005	14.211544988899671	10.013835739445604	2.613088157160276	17.904513839923062	5.150221783130939	3.7333795124283364	12.16476126395412	73.86607047452914	5.747312007075876	3.406957828725442	5.464119345876428	2.653814600352172	1.1839796475086204	6.834851379114558	5.695872255777942	3.7388985839873565	2.804002644447709	33.091691768055504	1.4471316600969748	5.991292618070157	14.074437674427651	26.285633405962688	4.7524542679908395	5.290883528455886	26.52506023270833	4.276479873305959	21.28349056363916	17.301141342774283	5.765562817548887	3.379786745547275	13.586291164918999	7.41616465179324	3.217635777425402	6.839941940891071	3.9538329524755484	17.1584913107612	31.77194500830148	76.16238564763361	5.091740766092967	6.861712755158283	24.82309111927253	40.03411776499008	19.203228637532632	50.73977068823676	7.965890135171848	3.0064226756413825	5.616790225016662	10.139028487265005	5.642141259809958	15.279777039066985	25.25505206837591	13.03932299928719	7.346364598341386	12.108139402859674	11.036855568403267	6.894816773590424	13.965270555496625	5.749377648885382	18.944447641222897	42.70300522929779	24.17377639532955
20x2	3.462063730582904	1.9165427947568952	5.2790604641485395	4.594185068736116	18.269534900857543	10.96197569820602	5.206476714777464	10.969263345125693	3.2496186022660765	98.7662396979522	11.486232840956692	3.669716237294725	11.184837069925962	8.117070172412587	23.691093172949717	5.712748804731795	11.637714484603535	15.008855500524659	5.8188572423017675	6.451917024520225	5.972518053304456	3.607142070993361	8.548609190207653	10.127991658288202	17.663849037113938	12.018771395513774	12.560542467734258	3.607142070993361	25.76050605953587	14.430911828429693	16.543327245011042	4.770822130089624	2.5203639872966703	21.92065071176771	1.8245950768778787	2.4691296121952444	21.510836224114847	10.014764156167384	20.303591246105952	4.681642434508827	22.85056903865888	1.8958793652125272	4.686322426009036	12.755612815819134	18.06559699357928	3.7353594400153463	5.7665582939930955	6.773260552134882	5.7941526771411915	15.216542469591424	5.597147221331356	0.9843726444737436	13.973252658927382	25.37731760983914	1.8576123363092172	5.026088883337799	32.696669950432145	14.410926318471361	10.193403300473998	47.5838158313612	26.231704489345653	1.266418666185301	19.703402590584396	15.050111368725169	1.3872444472047423	4.935432045915863	13.104230489824054	1.617819093983724	4.68413587142348	7.478395731486436	21.07716226901554	18.12541399206329	10.81213694299609	9.83053929967188	10.065529665577149	14.767168702355423	7.581551764135424	2.226456778042156	40.68558083033898	20.36696306437187	23.182479184054717	3.2211201578174378	6.742297228215807	9.814528243280359	21.16006514880031	17.844538813518408	15.100833758631246	6.29149285604196	2.2729386035050383	5.390120948708111	5.321095371288538	3.5262765239037055	9.402975804937427	24.47896098321801	4.264177409189402	5.017168736015421	10.561600446184464	1.9726328565372504	11.810754758723352	7.291147933977057
21x2	7.73213101527315	12.343597255084626	1.9677761671262766	6.764229788700112	1.782522610465366	13.099760089543594	6.611782477537561	15.471202406195387	5.8277283098699035	5.665079392097836	15.521326026273696	3.0838755941984983	10.926050877924984	4.762442333054315	7.189986959071887	4.504768541416372	39.288433036744046	4.8760529242165624	7.585906080299303	26.092417663771382	2.8847304788239754	1.1629884750406316	5.21964542627621	41.96459977410347	0.9653103094633834	6.23715374527405	124.61082562833701	28.556290092052873	2.907985568613635	51.52101211907174	34.90776131066471	8.07953726564004	10.604781412876054	61.12978252418567	2.9117395986214527	21.339748168344673	14.524346120238757	1.3337075369026026	17.486432986180102	114.45872108056932	22.892377938865994	1.0235551220661423	51.52176595075693	27.415630523115897	3.83737758028989	4.2429144600665065	12.331270697723804	9.350155513664655	6.763481591241191	9.106901018351103	6.30995677942375	1.9755913273333516	15.27936074737466	34.85012734045111	18.782625781715243	6.940199584488223	7.932663354168097	8.712531835112777	7.6281857016152825	106.41281619380855	19.703402590584396	6.766126924865044	5.290883528455886	6.6737083667411365	10.944947118820334	56.363968606669246	48.25060492983318	6.54609264191871	22.284796269286872	10.912045903795697	24.53644271321567	2.582285593935503	17.86475337146589	42.878907624858	6.016920483152065	3.0119670390103486	15.039784945026211	4.65290286191827	6.544771496854923	18.25686838973172	15.0027327788644	0.9227200675463608	4.075104847142233	20.5735491466219	2.2509665165977166	6.441977465524889	19.069098930891883	11.357123035530261	8.776404995786633	98.52456356719495	8.311775572966873	4.964429152251818	23.50857240233957	9.907552012487635	3.433693116143038	3.758378246546519	4.936175768447103	5.419683254349361	5.377054526945664	39.472527778472134
22x2	5.204823952432964	1.3159253677994036	2.6893903993849193	3.6138746559227637	3.0751453937735764	7.337650381636274	6.151176805490943	2.2471503935914665	6.3856151809129695	10.952811727351666	16.983565256009612	2.9709521671409007	21.39892972580255	21.794519771804403	1.4718289153179678	6.281051047734229	22.582237996231015	7.179387359643183	27.199415574512116	8.458666806535222	2.7422210600609764	3.454038816448258	5.805999217949953	6.35330410937739	2.332000099577653	51.20847826939363	8.008264412285076	1.5231055710594308	3.9472599625589666	24.76901999572292	27.28959238627548	5.043519269608303	19.485087266846335	28.2561874566673	7.064046864166825	17.819796184053697	3.9933243059054853	1.7351456246939214	2.6211440337534215	89.34253742152988	27.22872307737051	1.616022321916135	15.12444832192228	20.719053842475034	8.070604769492808	31.134523133044283	13.877275787875945	22.733067250331366	3.915206473808011	10.292024123907348	17.016292034736978	8.272922942013876	3.2200233359050014	71.78152147351342	3.4182159440970086	3.5612153892102203	34.94342092418139	4.106471016459699	36.2237508264488	33.07549245099082	8.136227393764628	4.1618020745074285	7.242205500575924	48.25060492983318	12.016183372231895	6.5885618504079435	87.04786308308984	1.2580147375559572	8.598406383855687	11.390804291439242	16.39620472614515	3.1289944119529434	3.9354382181357734	15.595485468689619	2.081783164212626	13.109380629512938	80.36600041299467	5.531419602016217	6.123705147953122	5.508926738850628	24.081195448785323	20.906791463512224	2.8736560361174344	36.97403452041289	6.01242879336296	3.7330342873199225	7.540919220521985	10.015718097849602	3.783817612734066	97.80386442597985	20.998526995977596	3.2552687377922993	13.696519200548154	42.826611426106545	3.85297427509108	14.327945268728026	15.350951278568656	5.942961321976009	5.706393879334167	15.247066134108017
23x2	2.6893903993849193	5.83087937693574	4.374967788777855	31.944521374996913	4.061646575630282	6.4230922262610814	9.94963989297169	2.155519027001765	37.78186216001438	13.153416267261244	13.631697118812397	2.473487621781175	6.03230667002577	10.165928508285404	3.867913409801201	11.988827691388524	19.702560368175746	2.960791914407236	8.67715720026698	6.621132923960513	4.263850879287247	14.300145583946824	67.10364862294023	2.256221426534384	2.483963955255894	8.63295635691933	12.390594411804853	1.0666893937951414	3.90871110281831	9.069452400881008	13.515142189389975	2.758687112052739	6.692439237264549	24.56057862231734	26.64831136845274	11.372384306015187	111.56263355933729	3.1744565704001837	4.997266476703706	70.1261545501523	19.04080326510899	2.9104238248082877	5.50526788336552	13.72017196713787	5.916362467868068	24.15506715497305	24.973833293517032	14.074947473529894	8.525481682300546	9.933224583278266	33.63596974435008	30.157196288383965	10.181585357146213	30.109152393217443	11.111324430610102	1.8386028908816403	19.798765925316623	2.474930022619526	7.6438774899018	12.950107277488787	3.097879600969645	1.6700609773135329	5.547148875599578	5.622501673113693	2.6337689607091574	3.0019344928849105	18.983798926873106	1.2944503723409784	21.61679517899405	27.52844694641279	11.11602292541468	12.182419971404197	14.933571992382142	28.771333164826768	8.38108565187181	16.309288592387627	12.174948890407274	1.2546690544704642	15.86689685390857	6.123474898117337	18.022125464969594	1.9134367589807129	6.890972965462409	12.929648637745938	0.9966392618298138	2.522239770695824	17.866390716053676	11.393297722417513	22.714246071060522	5.660244629119612	37.42807356169242	2.09558495050163	5.799256128806252	4.752639486763782	3.696192579128156	7.47156817585948	13.000749586742039	2.340959283460918	6.715291212942569	8.395827300603386
24x2	2.454342794049052	2.162490830947501	8.963720444810518	4.594185068736116	3.0153781428063287	4.30552409497831	98.15624859194013	22.642772065191963	7.9777214163732735	33.53897046883393	5.919300602423705	2.5342234940343493	7.706959254182225	20.701151023292756	2.4623306269768075	27.19824473089163	16.968679664991384	2.137391594901695	11.486232840956692	28.759947836287548	6.960381710527795	20.136672647329483	3.6548051285183103	6.714479363228479	5.028444460894551	12.829808843829174	13.956761884028273	1.483518147623953	12.509310888820652	122.72280962615763	23.89491558171861	7.974775308256661	4.0585441056493945	22.744768612030374	3.0601480530119596	6.541060264068606	22.0939482112629	6.987227279793097	31.503313992081406	8.612090247085957	9.619505919503466	2.0482871176241177	5.732840805809537	27.263523633625336	1.98658343787563	8.692860328866594	9.106901018351103	6.3949656778098065	53.153961977006894	6.945811840946553	25.62848201549596	2.6158288135301033	9.186524002417206	8.285857319190743	1.4093684603870789	2.114752028210396	62.55633704298553	1.6590021666260322	16.067290840470257	22.551632091423425	3.5180647010063453	2.9225509967022183	21.11578813469995	10.89262168101495	6.238248111090166	13.271210289394638	5.1614739852586435	2.0669646834714457	2.5859238590449927	22.194990330198706	4.150133571608053	2.1150074690045373	4.163566328425252	7.7460789101543375	5.4989464135733845	2.855280191904793	64.0958785345278	1.3096772504751082	4.694539920828628	67.83063061899526	8.948862086387958	3.6254722455676034	12.525889061579198	28.382582988563833	7.763447515999967	2.312528090974873	105.31000701217211	5.9786556447607895	10.33402297526015	4.1781912405019375	16.355872024223814	4.524046354094941	3.8788884477579235	6.103470424473938	1.930709992788005	3.945265713074501	37.68082025694526	1.1268897470757029	4.629778327252024	5.5301722994383455
25x2	3.9454013117892823	3.7553346886306493	7.830720313824838	82.76116255936793	2.587472259221275	6.423686509106834	8.052416831645107	4.7509279843416765	6.010474327218737	10.975839919470205	3.3858496966965697	2.2534500758449516	9.892426985673481	33.309709919219216	3.4853894026240275	24.521111058512137	18.51003564188963	3.2633412670123265	31.151500363317176	5.354085308065007	13.319407765564787	4.828060558869173	2.473636397321823	72.68207178757541	3.4156239392208563	4.386926605226413	13.409339396209537	8.108889133344508	21.511214315045272	8.008264412285076	35.45154763275408	15.891121966944368	3.656822072202047	9.107816392235925	2.7474481968637674	2.239078622561104	5.301583420915593	1.5113883659651863	1.9966621529527426	4.767832833343017	12.921737410902946	2.5715226638064634	3.1839005826623588	9.42948570658928	3.6337798294613455	6.564564214873858	3.993986096125721	5.337422307757899	6.3857118477410495	14.015318908390736	13.13743389481499	1.3307192693183618	23.32054428876165	28.25916162707369	2.2876334588248346	6.676085142558759	9.420289232663146	1.400847354181038	3.9123212241344603	7.3108309754496865	8.063088651414482	1.5483673055932448	3.587369170385913	6.212811516171365	10.299901640454074	5.663845254237294	103.46473909120122	1.5171245905325617	14.916579956716951	5.1693288499499	3.1924196936950207	27.861513948098203	5.5810942693686405	67.00455013771501	6.802064460467279	3.468170164839552	87.20715838995848	1.3912211776746277	13.109380629512938	7.480690380984961	3.374859933446736	2.521398371282447	4.545851397642084	21.626469393504422	1.687429966723368	22.763089226901535	37.101579408210554	2.134504830498814	6.6587619088113446	11.233580450033324	6.875069056474305	2.0241849122600395	10.027712780714495	11.867224507768096	9.717168179776888	31.92976265468949	36.78266676227421	1.4863185436957118	6.486269532955484	22.999601183338278
26x2	9.208848031241962	2.77839937136089	14.706867143784805	9.373422642479406	3.1612773598201804	8.079830653435858	24.719726701829494	5.619678772838494	9.62313088956812	15.412347520846522	3.444333625820175	27.39785769011617	13.713362952772782	9.017957300415338	1.7188241946732135	13.544787249192916	12.971501170151544	7.257962862682291	3.9928703815787454	7.908086368725462	14.61743543146331	1.479124000942408	32.308223887060144	27.53280176615867	10.491149943525867	15.323931411773412	14.547873131643035	10.722032181715122	1.391851656517699	6.739125096972938	26.81972689921654	15.751656996040703	6.449017156175256	5.107778317888562	2.758687112052739	3.7514464916352392	70.54333347235388	3.6918770484681396	3.2328662376935204	40.383766762489955	20.82260380280757	1.4762107550130152	5.31751330831154	6.791260485981524	6.315261002520543	3.6167578776070233	9.334801755489211	11.446188969432997	7.054157223491202	8.309196751153957	16.82429712516582	1.1987033849240194	2.2612516376312652	12.23190751282613	2.8847642577328187	1.6465267682913514	12.045662884815373	5.90186841551599	17.083100854071233	5.81621138471913	10.299194940702238	2.016959642725455	8.991255906420868	42.13386962988683	6.8767325561370924	5.247426927657403	11.390804291439242	1.8808139299646445	29.22005931198475	107.4860575709345	5.8536325004920045	2.398100142591475	12.411545559636265	8.06505524370278	4.731675323605438	2.430343383573636	30.820961850556035	4.731675323605438	12.03384096630413	14.60805560924088	3.1482340170415832	7.5013663894322	65.74629622607097	13.552672560814246	3.656672408635712	2.7801691668290758	7.5846439300803485	7.567943415281456	2.8148126955647923	7.372125118250585	6.6556332466130765	2.893465174555673	5.32874866257287	7.975680529688402	5.95121850986048	24.191810473884733	6.5986996492652885	3.118138558941959	7.392385158256312	22.516748619824835
27x2	21.307477128369875	1.380487941189676	2.087403402613728	15.558578650509	2.5147422533203208	33.54444977294239	12.709436052261594	2.9039170777460255	8.162629328031471	3.9580929798372537	6.167751188396997	2.0089529987522217	52.16575256843281	13.703030574534832	2.734630693796786	7.547817414462001	21.517759184040646	0.835593424372561	4.601129831043688	37.36001968627461	6.894666161549953	2.59549104703411	12.94842504644336	41.74299712813839	10.30352700506058	2.5777175077792895	11.432634667084411	13.514082862480961	6.940903009237724	14.674406803161732	31.503313992081406	12.665056452449718	1.476541109727467	26.521173562028434	3.649485823964508	5.0998393707231955	60.63073183784626	23.152920428700593	6.6641566017039136	31.285535684234716	21.86712607676228	2.102020451231021	11.740480601869848	11.690291098769222	16.6049742685808	12.05910659798404	5.813690858694236	3.4300429917844677	7.954889641964927	10.02819902869815	19.64082364929229	1.8086907864108832	7.835881896277325	19.58323560611424	2.789366247375697	6.345323742739254	7.581371350361302	5.510537917389551	7.477797167974713	11.987945964594568	15.914020802184728	3.2495333183157817	3.3401219546270657	3.2517212211780526	7.137240862908278	1.853241334275947	15.296215371917945	1.8208686441850304	2.464395473714031	17.56815376608604	5.209767800009459	0.9018811768790729	11.153791013778717	23.41462979004241	15.76342303522307	3.5810990928772846	15.873889396397919	5.342464451183513	7.143937027852071	5.482129883779443	7.181567072146569	5.167011487630075	7.337684315170064	5.681734194603679	24.631140891798736	3.5483057852938336	12.246915849396151	26.86853798761591	2.5338251642637863	19.93465345924179	3.8540246914812073	5.942961321976009	28.73703585921281	22.999601183338278	18.944447641222897	37.42807356169242	7.72283997115202	24.067191536354258	5.663901979898693	6.46537216323651
28x2	25.901841643841227	3.3970286095371587	24.108794294757015	7.9589367727379905	7.346582679027362	4.928300263901927	9.373422642479406	2.306946107396942	3.8439057882041596	16.923314862293314	10.350575511646378	2.2544893251038345	3.2259585122601124	7.979713745729396	2.15593773858944	12.21990752863982	5.241695141829819	8.491782628004806	68.12205041773521	13.63316451427802	5.671510262081921	6.006115511241568	8.49735425246734	11.343020524163842	7.1002880150084255	10.140539833996066	137.7053140477834	2.2238109667249977	2.6254843054479235	12.206169414318152	44.67126871076494	1.7288240644139097	35.27166673617694	11.364655199804924	1.9703008975496028	1.6326171144045305	63.56448786777747	1.7360601542015186	7.208153330904227	80.36196009761565	11.853690064898558	1.5978705790942984	15.388433004711418	29.486970669319813	1.8958793652125272	5.226176314320552	10.985227406364503	1.8383506590810954	9.242132168150993	15.52105691409324	9.476021742534819	10.328361888699357	17.709398562707893	9.903028592193541	1.8883173585572302	5.72495806613409	22.131211542727737	4.7246161394775	19.529041250957842	94.4586702030821	35.59592903596439	1.0991779965463582	6.818820507249066	103.46473909120122	5.571494416308253	5.10978079667291	3.7485450439731864	3.3172476459061566	20.455661174587316	6.036787318782076	4.376631208077751	2.8578478867476846	6.031171968067669	31.19880517663505	1.5962098468475103	7.4969640876521275	16.576357863950435	6.016920483152065	4.312176227329441	12.404709932819497	10.875068097360968	9.422167115711789	41.77947957918278	84.09463515482989	1.4396895357036528	3.3189679970777695	7.562556734189007	1.9183237807223963	45.476174390522566	17.552809991573266	2.6434757897281345	12.641815340787769	15.551273488764414	32.71174404844763	4.464562883058506	10.580764216258135	15.826500685029126	13.101366128829694	4.174551403145137	7.122101747847108
29x2	25.901841643841227	2.990776259859394	4.066810623283207	4.908991963252686	17.29210509008864	3.3058912387687807	4.594185068736116	1.2431309650758435	32.275497970892715	8.553190104123617	10.350575511646378	5.680908473257242	21.847601107001257	5.256391151448296	2.240888617149664	10.786498646118927	18.01147034588947	1.1303885731352241	2.153472308543337	22.15618839760058	5.671510262081921	2.267363100220252	10.751870995288519	31.5748815367087	4.319693262566106	43.163450479455676	5.75979666015314	5.5369081213336235	6.281512257251498	57.039825130670366	44.67126871076494	17.72577381637704	19.635677664327705	7.122229235138936	2.0579980017693558	7.018771142465212	7.122229235138936	3.021024566787784	53.768871296573174	6.4871608950825586	11.853690064898558	9.452521352538371	22.035297704972614	28.930517679741314	7.353315387266152	21.834457136832146	11.857295068846165	2.0447431975812127	24.184458259230798	20.65550990749635	9.476021742534819	6.117025139955926	5.373079039469246	46.244327985356904	8.712531835112777	2.3383687787554335	14.542494899079447	3.46703598140721	2.0361941776711565	8.30487707543439	35.59592903596439	6.544994822709718	2.863500855882461	34.91412555502747	5.161001397507483	2.5248121220019355	23.06225127019555	3.8567014418488177	2.44377644740983	6.471276375934896	4.376631208077751	1.5209386919613272	6.271935868485104	5.018676217881857	10.380988656121872	5.301158734066476	34.108659369981375	7.0756166431653	2.855280191904793	15.039784945026211	10.875068097360968	2.929918348020418	2.2689834955106902	10.016909803337898	2.329850021985521	11.20318760805996	17.000412619893957	2.2228312536210564	8.500206309946979	32.41966886260107	2.6434757897281345	2.1656224290722896	12.766598533569725	31.102546977528828	13.797674788980268	6.236277117883918	9.483028628690723	1.5704250809909777	13.13960484782396	32.24228975551078
0x3	8.248317243484179	2.7958306448322667	11.763230949366294	93.2994785245312	2.155208544247821	2.1178067154041003	8.930768635821266	10.930547030644274	5.280557813546076	5.747627660140044	11.893612595321649	1.383098835133458	6.087623075504518	35.73782754375949	3.5439470297575326	3.6415769365033346	12.06461334005154	6.685838530504257	14.063818393491598	7.146023280287881	6.521487306579441	4.610706610052804	6.470070037571675	23.694465603507332	2.496726255428894	2.9740761861702327	7.927275809637573	2.753047563878643	28.28584543372915	12.49607942760659	4.115793851665971	4.021804320931688	7.018771142465212	14.037542284930424	2.6334358664324413	2.3408212172544136	10.533743465729765	12.729917457099058	4.688767365083855	3.9596069639813263	12.817591561558936	3.704639037178914	5.74828456438684	26.283163595669585	8.92844644931896	8.502080736996815	20.942238871185094	20.3491061996631	10.674844615515799	39.90543784577975	3.7766347171144603	10.60648175981882	10.9524955793199	80.15268985251059	1.4881202613941955	24.69391472380581	5.281678140166931	2.283021964729029	3.621619229555173	32.47574879398884	23.667606107303488	5.01470424009116	35.59592903596439	83.24000661346156	10.291566672640762	3.751825591179566	15.706141472176622	1.3778959511252078	34.252460543883636	8.30341677286987	9.180008894011953	1.2087654929756537	20.131059331154297	10.726847977642908	6.616860372325904	24.53644271321567	106.86799894414109	0.9588243699930953	3.278404310187704	16.755486514684858	2.5002987243360475	5.6388083119594965	7.81137087556788	6.255159757206137	1.169498873451107	12.754954486889392	7.735777028536097	2.974040863249528	4.124642058601028	76.4364067551828	5.247347793963899	7.150084988365229	37.888895282445795	6.529821543171549	1.3994019940033031	28.9180067754636	8.739858942169207	4.5876398848506765	5.047407780608819	10.186990762999917
1x3	8.248317243484179	4.481860222405259	10.076886075509025	7.895480783825757	2.0738251288280685	6.995553704920968	4.2999273806634175	20.51201116839524	9.264122375413672	16.496634486968357	11.893612595321649	10.783414766299845	25.172403011249344	33.967130512019224	2.6637590040626313	3.7901643440077537	11.610971441214922	1.811102914211981	2.2549680615671517	22.241552372921852	6.521487306579441	1.1944877211578928	2.7755849188315174	21.04863871344611	4.7862546921819655	7.61858400505465	107.87443137779076	11.092942433007376	6.913429320583499	12.075462526726579	4.115793851665971	3.1310099636301283	2.925563341439532	12.144376955187198	6.279660373187931	18.431605593171117	23.979368925744904	25.16612366998742	32.092594851104636	31.899101233026645	12.817591561558936	4.597583459837519	14.85892701628106	10.37202006729546	1.5919502913311794	19.929906843910985	18.46855928163677	4.492673912030034	3.6839640287633286	22.121823015447305	3.7766347171144603	2.2880356447373194	30.40226164985192	40.656123264819556	1.8086907864108832	3.0665775616587583	30.29021676468617	1.7887771154500829	3.5612153892102203	88.3561934381828	23.667606107303488	2.555386763455659	4.062548992369153	17.304050869033485	9.403778409246987	2.557327570135752	108.09908254667579	17.101743387835313	24.7846212482054	7.93171936031832	9.180008894011953	4.598798711978026	3.8928510520810673	8.88007012709972	5.576895506889358	11.357196188535843	9.825837431488337	1.7360532579106525	25.005293473621602	7.297282136489466	2.5002987243360475	10.664039785568741	3.6329669857799116	6.849387769812347	7.203435044746071	28.879850088410237	5.000597448672095	16.34999332805957	10.753667586318176	14.753120233501207	5.247347793963899	4.116463716905372	6.929483947615029	10.020804178283507	8.828122603679669	7.401702155805198	138.02995032071402	2.3734311609551813	19.09471833340289	7.545835170977545
2x3	14.656419633984575	20.505897825384807	10.453178783948559	29.31283926796915	2.2915698187266282	5.55679874272178	4.8821813479730105	11.583963196413759	2.5081123204245754	19.003711937366706	6.410270879879778	2.3331272736051263	18.838479163346317	37.49079550293808	3.3066906896864006	6.361286510795475	16.492726185030683	7.742003980751186	2.9418951032700718	136.24410083547042	13.258179469462416	3.368496912669662	13.034970194544682	101.02477687357107	6.127574463288449	12.92418145146503	114.46585035396146	2.368579584689259	31.412825581005983	13.409339396209537	9.799671981492821	2.0227056309898845	1.6326171144045305	10.20144680908083	1.797835717604822	13.174757272697612	25.118641492751724	3.270530132034303	3.2435804475412793	42.322546271003695	5.769705788420222	5.039734761445644	2.608822515868813	15.849090100522439	1.7364529602366383	5.433372472308439	5.116574760139495	1.6143221720688181	20.48157966363175	7.747751553493817	3.643223537903903	15.903005765030922	3.8389434321141156	29.20819248309112	2.542480782741643	4.3606239174428865	32.47574879398884	1.4264236918782267	7.84638635141212	7.450705882049843	8.344635246747782	1.6423198815147395	1.9159112037502228	47.49231105396083	1.5489398004848225	5.333924488958526	17.9255183448473	1.091026376584237	2.7210322631175563	54.29703301552975	5.77945557659702	1.467232290809263	2.8875299017601646	50.59424777955287	2.8578478867476846	10.368759719237612	18.395194847912105	2.0209629339548085	4.405355896303584	70.1099102638949	3.067395416777897	2.4043731220859406	21.972198416011597	4.207525420001479	3.668842157585032	6.100020689367684	7.515520069800353	4.2974571391811605	5.008454901668949	57.47412261985865	12.586099506864311	9.252381166172638	6.340957436429351	23.771845287904036	3.139707912739821	17.656245207359337	109.29717923928722	1.6952217440877178	6.6556332466130765	129.60003963494782
