	0	1	2	3
5x9	0.0001471922675805495	0.0010914667872960655	0.0003012325577039589	0.0009333575524355332
5x11	6.995293903184535e-05	0.0007055995030923432	7.410201149036036e-05	0.0009774840962809219
5x12	0.0001124170449105434	0.0007998066056669175	0.0002724840956448147	0.0009617099595272338
5x13	0.00012068762675772048	0.0007107919495000813	0.00043036693342044235	0.0009425635336418917
5x14	0.0002093812017472525	0.0001600246500202345	0.001787989493661896	0.0019085739830144222
5x15	7.765214666787624e-05	7.896738837123623e-05	0.0006464869955286519	0.0005589327161906036
5x16	0.00021771624847531467	0.0001897695634674063	0.0011749060934669131	0.0011458505596733
5x17	0.00020746179858117776	0.00022487836184377014	0.00048534210897843873	0.0019055383807479646
5x18	0.00013039522693621586	0.0004587446828322836	0.00022530248204519318	0.019668385218518637
5x19	0.00019498404795071058	0.00042319294671166763	0.00023382314122047393	0.0019273836719657983
5x20	0.00012190813004126556	0.0002657840393892756	0.00047155602318051077	0.005471263032146472
5x21	0.0004878466102762114	0.00011009800824087265	7.6672149852665e-05	0.0009131893185649511
5x22	0.000565183063436648	0.0001054420752367572	3.631677533623187e-05	2.4166466093652767e-05
5x23	0.00032373869791250834	8.866527026934624e-05	0.00014321867298729637	0.007087576240113207
5x24	0.0002204592400518201	0.00028349047270844445	-7.702837885285112e-05	0.0016445184200707542
6x5	9.21497187686995e-05	0.00011540317967810722	0.0006425432922259684	0.0003291829176114978
6x6	0.00016459291985920337	0.00046061724573748063	0.0006621914929360753	0.001070677490282065
6x7	0.00014728182221555972	0.0006206758599873589	0.0005574336867527073	0.0010031092997429072
6x8	0.0001024148551103295	0.0009484926733370489	0.0004449198753504641	0.0011374089940758782
6x9	0.00013830894826995246	0.0007193782631169062	0.0004313501333446899	0.0011646698402232281
6x10	0.00010893090586568822	0.0007462987167110026	0.0003614867393135797	0.002367744425440672
6x11	0.00011741383557494316	0.00047958353965935405	0.0009856747701700865	0.0014930896802491705
6x12	0.00015700450572619506	0.00030136738054048744	0.0010718488564500723	0.0036279694858912105
6x13	0.0001679926650123386	0.00034231745397822656	0.0005090982085323754	0.001965682884623697
6x14	0.00032482817036172553	0.00016594729117439493	0.0007191104089302057	0.0006706982863805815
6x15	0.00032867658897922555	0.0003546021826071152	0.0013243816309957603	0.001887824252337506
6x16	0.0002678850957824453	0.00026817107279404205	0.0010462867605641854	0.0036199888898384137
6x17	0.00023577091136038261	0.0003209371322919838	0.000634095189528001	0.0024865053399886704
6x18	0.00014867379353362687	0.00018014494785739064	0.00043206591070704014	0.0016808407986029293
6x19	9.679503515511638e-05	0.0005203061775580696	0.0004074413534602944	0.002605957187971881
6x20	0.00039858405415832486	0.00015728964584019748	8.58507526445293e-05	0.0005753025057340734
6x21	0.000421610788426142	8.054581906061266e-05	2.4695378246075825e-05	0.0003420351403243817
6x22	0.00047460454391670416	5.2347824224424205e-05	5.933437069128612e-05	0.00021356889323410823
6x23	0.0004683614038079032	8.345657938642937e-05	3.9276901383903425e-05	0.00022025332494498347
6x24	0.0003692341477488276	0.00016342770049357447	0.00011588166935740124	0.00014477164812975156
7x4	0.00015265489314474578	0.00041187292534471934	0.0004780439071599855	0.0007380452771168057
7x5	0.000295241222573335	0.0003603773476628533	0.0009128615578023981	0.0009944817469268515
7x6	0.00018085815107385644	0.000555714670063544	0.0005286353015394905	0.0005959552853346429
7x7	0.00027328550978610147	0.00043614695380236987	0.00045192793894473774	0.0009817980176821414
7x8	9.77359898241414e-05	0.0003416211640056355	0.0008790034587112312	0.0018004945937776977
7x9	0.0001233738193611841	0.0003883388273601174	0.0005977187616208546	0.007482607854042671
7x10	8.812309665847563e-05	0.0005881510581458001	0.0005850332292376816	0.00266531979363062
7x11	0.0001298420258003639	0.0005813772554592917	0.00043904422292915314	0.006251272010896723
7x12	0.00032505610830120107	0.0004018125150423912	0.0005064876294624386	0.0021600798944336284
7x13	0.0003448708464889574	0.00034066203368512363	0.0007985169614319993	0.001089831406259253
7x14	0.00032090725047888616	0.00012459600320783763	0.0016199201643195978	0.002189233487353301
7x15	0.0002579472897332476	0.0001582449692803299	0.0010741085076916715	0.0011300650757867117
7x16	0.00019928866072253294	0.00022582495376281193	0.0013426393180450806	0.002743227752170046
7x17	0.0002678661054183638	0.00039868217739321034	0.0008038444170336402	0.0015399359518592365
7x18	0.0001685963334890184	0.000484199030776628	0.0004517593321193761	0.010366160264588302
7x19	0.0003612480248899355	0.00044886701061011216	0.00018527027384871987	0.0017270769046282524
7x20	0.00045253537918731355	7.525842430426839e-05	4.4370639785952444e-05	0.00036843542761379904
7x21	0.0003653848250148445	6.000508430467804e-05	9.306979417395662e-05	0.0005281661570253541
7x22	0.0004474232180332517	2.9671430484322445e-05	5.3356427476555925e-05	0.000190017397428502
7x23	0.0004573522896095615	2.6428379313843937e-05	-2.933094221847908e-05	1.3410344710528617e-05
7x24	0.0005683796698400256	0.00010874565336263886	4.244157784337345e-05	0.00030021570395358005
7x25	0.0004938070776979379	0.0001062217981010452	0.00017484430464437007	8.799597524957793e-05
8x7	0.00020383577903865078	0.0002457915289999532	0.0011854171665634313	0.0012686662926465252
8x8	0.00015371720798189513	0.0003801645902171115	0.0005848733784050725	0.0011034139311097702
8x9	0.00020972890339446805	0.0004438611225890315	0.0016647806317072755	0.0026360521601058898
8x10	0.00020212222911183476	0.00044045113489670016	0.0007417376787408965	0.001956981634068149
8x11	0.00015611211579096598	0.00033014001778582233	0.0005824267172554952	0.0019340707211688386
8x12	0.0002538008363120278	0.00011033306836121231	0.0006409380801424832	0.0015388263870987605
8x13	0.0002437199173687042	0.00018140654193112487	0.00018968285870340771	0.0007062560557710702
8x14	0.0002748153851009469	0.0001810625445678986	0.001175872442711992	0.0015294735571618559
8x15	0.0002733904305193336	0.0002943795625031629	0.0012900731837045228	0.00200240930729834
8x16	0.00022312563725408475	0.00040571089625561843	0.0006387500573322057	0.001608323199815249
8x17	0.00016671612774444468	0.00018801004864326404	0.00020409924910390036	0.0015181042743510856
8x18	0.0003569209863511711	0.00010438964556442777	6.738206576889036e-05	0.0005780149401882025
8x19	0.0005256884352065537	7.052306547182554e-05	-3.7579762089523907e-05	0.00030940104763810933
8x20	0.0005113886842961575	5.674331598941464e-05	8.714945570932587e-06	0.00019541430924339032
8x21	0.0004961638779879889	0.00012065300324583634	0.00011806300106795073	0.00037925270352496437
8x22	0.0004507289205295026	8.610384248472559e-05	7.099748298638607e-05	8.413344314222443e-05
8x23	0.00048683421803286407	7.98117038912288e-05	3.653366066789189e-05	0.00016775368223401145
8x24	0.000572809570250548	8.736453974531932e-05	0.00012240875501651013	0.0006053051166604305
8x25	0.00046336168280158537	5.337738564012456e-05	5.347755576675666e-05	0.00014875000455793575
9x8	0.00016593245621928998	0.0001486344806329906	0.0005338093031793522	0.0006311538404069043
9x9	0.00019386321136453217	0.000331996367401032	0.0005838511780667995	0.0016391743487699309
9x10	0.00018129777570486096	0.00037495364759570197	0.0007769124724192104	0.0014308345642930602
9x11	0.00021737042065871472	6.42974942297105e-05	0.0006831910925129544	0.0011994158805398655
9x12	0.0002892141450598874	0.00025150950293556133	0.0006269285420646739	0.001219367466233213
9x13	0.00024404853365863485	0.00019453530968537627	0.0010006549768794165	0.0020806406774837184
9x14	0.00023528880493869876	0.0001847005847855002	0.000661444502252947	0.0016849227654890085
9x15	0.0002666522140895844	0.0002571812223298363	0.0004493186804783454	0.0016898881611804354
9x16	0.00014156805012841716	0.0002211281869676716	0.0006397304933230722	0.0058488521107840285
9x17	0.00030666448570583276	0.00016528082786840763	0.00015895107579524682	0.0007834027923245767
9x18	0.0004779623901017717	0.00011595088849530261	3.442161345993578e-05	0.000374109361838438
9x19	0.0004748974951898157	3.2233219445264614e-05	-8.873226273547779e-05	2.3754984132089802e-05
9x20	0.0003515119864268515	9.111516215036034e-05	6.960210253767727e-05	0.0004729246097138421
9x21	0.00035398006192118633	1.5163687576405781e-05	-0.00011886045831331157	-8.738678405164474e-05
9x22	0.00031622083933808545	-7.225226703763857e-05	-4.543097081895214e-05	-0.00011097523112263969
9x23	0.0002453297278896112	8.976281203192113e-05	-9.346729755127791e-06	-5.3640055112763835e-05
9x24	0.0004583822069472148	-3.995874158449421e-06	-2.9226884868658253e-05	-8.070467328027736e-05
9x25	0.0006946736940141284	5.081143410141101e-05	-0.000615757878982231	-0.00029065629545218976
9x26	0.000624445899327604	1.23194152629443e-05	0.00028731242989821584	0.00012203062600058088
10x9	0.00021769219805276943	0.00021716666049687375	9.878021808938971e-05	0.0009390071823031007
10x10	0.0002038126545251557	0.000235863157141363	0.0007937599348808524	0.0016461570284905336
10x11	0.0002639696449459151	0.00026225036167346023	0.0006535396477703359	0.0015237075725652866
10x12	0.00019348740440495912	0.0001854697685080804	0.00027120633924998186	0.0003462954797623079
10x13	0.00029677633991448844	0.00014443746882432005	0.0002600318662698347	0.0011112115274026513
10x15	0.00021044025951673	8.328279462978375e-05	0.0015022416390036584	0.0011838508457769797
10x16	0.0001777352020006264	0.000321275709856115	0.000398875324143382	0.007925649415678804
10x17	0.0002480802511832155	0.00015367988434749074	0.00010935921516103171	0.000400669314474392
10x18	0.0005432517430700703	5.360009278022224e-05	8.621725540867373e-06	3.981297138754697e-09
10x19	0.0004934613220802034	0.00028068625367306995	8.266849835638799e-05	0.00012045085481377405
10x20	0.000493428473668023	7.165330715745141e-05	-6.551794741756873e-07	0.00021706660421430394
10x21	0.0005199605734953675	9.980614209957776e-05	9.953689672758287e-05	0.00025926850538460515
10x22	0.00038946032603910804	4.682427948656381e-05	0.00012414447411305055	4.401977049380766e-05
10x23	0.0004635912198895454	6.575122694970584e-05	5.331223253277493e-05	0.00011836741072863228
10x24	0.0005831969756622675	0.0001310888831462602	2.772169212945458e-05	0.0001551308664993307
10x25	0.0005551289875803593	7.337133826508378e-05	2.370387892372842e-05	0.00012236025839132316
10x26	0.0005870489034817731	0.00013322855088763384	0.00011427979776908122	0.00020344326930876234
11x11	0.00022574121614103699	0.0003157458872806867	0.0007704496140169682	0.0019602548828750225
11x12	7.024540961756728e-05	0.00019356375041106126	0.0009613006472099849	0.002331939811416263
11x13	0.00018588413338605278	0.00036560929706797864	0.0004704054408185106	0.0006168837016588529
11x14	0.00022034077433696518	0.0002678350930242301	0.0007998289034216062	0.0008152294391675556
11x15	0.00017330177262551668	0.00031191115777831516	0.0009375374698492242	0.0012440693848125059
11x16	0.0003747955688235776	0.00012114514811051302	5.0153799283142296e-05	0.0008029143064288718
11x17	0.0005873074234815152	5.691449823588452e-05	-4.84694562163358e-05	8.537144660942554e-05
11x18	0.00037202972052096436	6.722536960177935e-05	7.048728642068469e-05	0.0001335318410185494
11x19	0.0004703508507811126	0.00011270718244392455	-8.195837730580393e-06	2.121448896547616e-05
11x20	0.0006766666518322461	9.753466196604663e-05	-3.406248287854931e-05	0.00014967273555807723
11x21	0.0006771761258197136	0.00010159146933771661	7.374231669877632e-05	0.0004464416203444608
11x22	0.0005778447338660438	8.686502147971307e-05	0.00014310003781759515	6.923005030843416e-05
11x23	0.0005882831509535459	8.014916124755449e-05	-9.211048392754619e-05	0.0001771960220936583
11x24	0.000544376186368014	3.178150336807689e-05	7.753675658295092e-06	0.00023858598832657643
11x25	0.0006272563170932242	9.537612882338351e-05	-4.966227680407924e-05	3.338066032264721e-05
11x26	0.0005832855460875146	0.0002157346729380922	-8.19075846846381e-05	0.003436862805324851
12x12	0.0001810024262001773	9.950787558718523e-05	0.00032766123477975096	0.00016930229750206527
12x13	0.0003448923952455321	9.66753669995249e-05	0.0005900881272595547	0.0009170331848965159
12x14	0.00044130988046585265	0.00028046936040778715	0.0005118920264297689	0.0007769940114995189
12x15	0.0002580500514978517	0.00023933171129125107	0.000280719949201517	0.015370047813739298
12x16	0.00021862688216764406	0.00012761627244404702	0.00036716336305742174	0.0007171823356754716
12x17	0.0004125251117315935	4.947881236308398e-05	5.7877520820628014e-05	0.0002745394984390106
12x18	0.0005246415510140318	4.832533122307839e-05	-1.6429444750159025e-05	7.315411884097696e-05
12x19	0.0006228638080875474	0.00017723173260970063	0.00011692652846871754	8.184973287181276e-05
12x20	0.0005195450622912172	0.00013193160746663497	0.0001224167796729722	5.3367603065592926e-05
12x21	0.0006384857576740223	6.306186753610919e-05	8.552698992571122e-06	7.588262305660879e-05
12x22	0.0006820987412581305	0.00013211031872573575	8.824561425126199e-05	0.00023951974279149085
12x23	0.0006173868071328924	0.00015582595297052617	8.46084359206258e-05	0.0008224547387994266
12x24	0.0005083120865622114	6.0519800388956184e-05	0.00012024787846227566	0.00011109202110085969
12x25	0.0007309439269066545	8.81958312669043e-05	9.290055783075406e-05	0.00017600441381819445
12x26	0.00046613977621337316	0.0001285183833079238	0.00016094591332601764	0.0002896463347493145
12x27	0.0003200752146503846	8.208462813059601e-05	0.00048732757833739833	0.0002268774054350916
13x12	0.00015550070136440886	0.00040763948037377006	0.00041040880514573775	0.0011913961578394667
13x13	0.00010188106194598424	0.00029556637623210735	0.00035302673233406046	0.00021708439114535215
13x14	0.00022656141451414706	0.00018722538435704354	0.0011048660592812157	0.002434775924220384
13x15	0.0004910170979728703	2.9447564396157513e-05	-8.492928930820329e-05	4.721215847308766e-05
13x16	0.0004731663074258803	7.864205403579772e-05	7.758175937287601e-05	0.00016079190860819148
13x17	0.00045460666310179134	4.7179217928941064e-05	-4.3145094604543066e-05	8.726489809093938e-05
13x18	0.0007135592251870918	0.00011357484696851534	0.0001427209146343806	0.00023553400709354496
13x19	0.0005721345155240612	8.383422456436943e-05	4.660731198507227e-05	4.504004767110338e-05
13x20	0.0006282856203157584	9.034307712412425e-05	7.877003052039359e-05	0.00012312488852019162
13x21	0.0005196593398579367	8.539648814118978e-05	3.780121162969413e-05	2.999697241728625e-05
13x22	0.00041175378089217807	8.231364104959327e-05	0.0002469575765121781	0.00021275126365652322
13x23	0.0004368485119187679	0.00017722768424097667	0.00032093194169318127	0.0007517094070663085
13x24	0.0003739637631689812	0.0001035210742932467	0.00039153620135021043	0.0006479807768374969
13x25	0.00046585044305295724	9.096858032561025e-05	7.60912986851539e-05	0.00027564757137092633
13x26	0.00040497155718360596	0.00020427002915331805	0.00034224885669345746	0.0001885294956853988
13x27	0.0006019125449067715	0.00014612792707676395	-2.689596955075761e-05	6.019943326372539e-06
14x13	0.000356771470446986	0.00020171835677071595	0.0013455417799640961	0.0007187723188766505
14x14	0.00016566064927847992	0.00039562621935517253	0.000995543767274604	0.02113223183417119
14x15	0.0005341383810586431	8.841145541719153e-05	0.00019023525036068853	0.0002589506669555527
14x16	0.0005133444320782889	7.474008976564946e-05	0.00010557186866118955	0.00014715614049628373
14x17	0.0004160335714357875	3.610043142333129e-05	9.765155124552457e-07	-8.851773707057935e-06
14x18	0.0006718887151181272	6.5439657625672e-05	-3.87660499473629e-06	2.0280323568047805e-05
14x19	0.00044481058103385343	5.2148614751972604e-05	0.00019950413022364137	5.928234780203692e-05
14x20	0.00045389175023818944	8.28468833366512e-05	6.946254402178099e-05	0.00037680919771792794
14x21	0.0006145966193421583	8.969135428830196e-05	3.561126725500172e-05	0.00016223054078847137
14x22	0.00039196076813814284	9.806402384875151e-05	0.00024803262637355207	0.00023656294125649788
14x23	0.0004110228517601616	0.00012622853031451033	0.0002790318696853512	0.0003871741986566144
14x24	0.0004186447714731819	0.00015837709990230615	-2.8217951235733524e-05	1.4850259089645309e-05
14x25	0.0005134292734451862	4.7893777125445264e-05	4.210706196734225e-05	1.135773708493533e-05
14x26	0.000636104540928172	4.9496299590487565e-05	-2.0096564674863555e-05	0.0001146425340650658
14x27	0.0004149366112438722	0.0004799658016221863	0.0002991569077085207	0.0013126858498294738
15x13	0.00030946192399973	0.000268478134793579	0.0006265814055818619	0.0013254993188447231
15x14	0.00018529796539078937	0.0002038753521974678	0.000891252133969469	0.0016191570181265027
15x15	0.00028777172474118745	0.0004302217310300879	0.00030604008579883916	0.0012293998762138753
15x16	0.0006219719718009068	6.104180951482129e-05	1.9724644641900884e-05	9.840943201609037e-05
15x17	0.0005833086489437876	0.00015763793426999887	0.00012574218172683023	0.0002265310146271365
15x18	0.0006551734503861222	0.0001064967933384622	2.4645633724294956e-05	0.0005021851036811176
15x19	0.00057998189320332	0.0002026830058652743	0.0003073793582361442	0.000178265578285829
15x20	0.0005645492317632566	9.55296287045688e-05	0.000195902686392201	0.00023341922326239014
15x21	0.0004885696726397557	0.00018659820128638985	0.00016021808821854128	0.00026087675216491895
15x23	0.00041705953075486856	8.47056539566657e-05	8.626926110870975e-05	0.00029493426820520805
15x24	0.0003021123589519276	0.000164736488627263	0.00038734534912079465	0.0008035048474679984
15x25	0.0004143843005938601	0.00014003873145371573	0.00017125805744539716	0.00030425887961656943
15x26	0.0001381774002987756	0.0002145204944711094	0.00041879617356576184	0.000572420299776191
15x27	0.00035591138827649563	8.72110648861308e-05	5.621931869350404e-05	4.979872929936898e-05
15x28	0.000415507422508353	0.0001944971004820237	0.0002655398782087637	0.0008810310588890269
16x13	0.00018851260283213613	0.00011820766530498233	-3.9210103836115174e-05	0.0004917400831609139
16x14	0.00015372323731648136	0.00027599603180553345	0.0005600763700747903	0.0012090256749034327
16x15	0.0003013586990923931	0.00017439348825818427	0.00021818868132160828	0.00021490736871470728
16x16	0.000401607760207786	0.00011908756122861413	3.8593887948276255e-05	0.0004061217644667911
16x17	0.00047027160405856274	0.00016045636785218096	-6.426171726665883e-06	-6.213267110046568e-06
16x18	0.0005096594286448375	6.816190296938264e-05	-3.799629013206862e-05	7.803113411020612e-05
16x19	0.0005605808273217663	8.193024066998054e-05	6.252699989267042e-05	0.00015895130707743656
16x20	0.00044265936472335273	4.922450585452235e-05	1.711887024771923e-05	0.0002637259654236574
16x21	0.0002252761488449946	0.00022237932115792781	0.00046440412267337376	0.002024410363006868
16x22	0.00013265767045124335	0.00022737477028387767	0.0006250943626733124	0.011073226770842175
16x23	0.0006781324949750616	0.00016257854686473004	3.7358998868057335e-05	0.00017986602645393484
17x13	0.00021806992244441747	0.0001325417900853948	0.001741067378504213	0.0015702575155697237
17x14	0.00011374729974590229	0.00013448740511928719	0.0012797931844563074	0.0013160741328036613
17x15	0.0002432423561230346	0.0003480149795599162	0.0002007704277445322	0.0005770469746071105
17x16	0.0002753418432204646	0.00043992479432337174	3.633260763668595e-05	0.0008104336055717286
17x17	0.0005859737483145652	9.612381860077942e-05	8.951904535304033e-05	0.00029110896545364367
17x18	0.0003817023216470401	3.7304936281386725e-05	9.79165760949103e-05	0.00012674147806818344
17x19	0.00044472803350047917	0.00027901801895631944	0.000298042169434978	0.00018725293465170917
18x13	0.0002670663522383995	0.00011334960702658536	0.002504989767567114	0.001753565584286314
18x14	9.98387701421682e-05	0.00021496904643597913	0.0009459950239638017	0.0022755434659582573
18x15	0.0003505636547119001	0.00018394613072529413	5.823912944456974e-05	0.00043608458075255596
18x16	0.0004420789353330831	7.063476835915132e-05	9.912189543599142e-06	0.0002783319611525315
18x17	0.0001722042659543758	0.0004281146158064307	0.000183715193493112	0.0006135153044754113
18x18	0.0004037014828600641	0.00011859711482746017	0.00022276831436619348	0.00013877040922327433
18x19	0.00014870369617026892	0.000340529405615473	0.0008121298010968587	0.0034450061497527753
19x13	0.00019500437565515307	0.0005195274011974307	0.0008317001655946696	0.001288499547728807
19x14	0.00011711292680018255	0.00034188861502346124	0.000617590967515671	0.02018566878839451
19x15	0.00010332432579860122	0.00023498471158392333	0.00014910123164762644	0.018073453890257385
19x16	0.0002097693155749336	0.0003289869924818393	0.0007673477285917863	0.008882858108213713
19x17	0.00018205472941570304	0.0003414486788419271	0.0002922086848042569	0.020075484063413144
19x18	9.99246587709939e-05	0.0002130987613567948	0.0009496061834190048	0.001879490393026256
20x11	0.0004985892642797401	0.0002355442394064221	-9.419450247810521e-05	0.0001055342435122632
20x12	0.00034151121235604086	9.925875782451361e-05	0.0016843516342006897	0.0015137298635518534
20x13	8.597529947940895e-05	0.0003703855982883244	0.00047740441413027663	0.010410347813687909
20x14	0.00020066947457418296	0.00031540767506386995	0.0003670840329594384	0.0012372469165283953
20x15	0.00036695169902538544	8.773548807685961e-05	3.509950961524326e-05	0.0004816481169706479
20x16	0.00011998785199033192	0.0003001674026674643	0.0007795654583984046	0.0017506525315529016
20x17	0.0001916830295242545	0.00018561516920329415	0.0016831709245019636	0.0027526048480620378
21x12	0.0001888114207933176	0.00018119541973454144	0.00046580332859998434	0.0010391992021647868
21x13	6.495916455902266e-05	0.000365879683560104	0.0006124852161547675	0.004668014593203961
21x14	0.00020838633315168234	0.00016850986410255173	3.204054246185842e-05	5.4580465709980815e-05
21x15	0.0004680287942604676	0.00015237140917928328	5.5179875624390454e-05	0.00012130475026654272
21x16	0.00024107328196140194	0.00023085087551484926	0.0003187739669412682	0.00033613826927301647
22x15	0.00013108856196475757	0.0003018651348866186	0.00030064512979471793	0.00017311606039884303
