gene	ST_mel1_rep1_counts	average
ARPC2 ENSG00000163466	0.5210000000000004	0.29220338983052085
JAG1 ENSG00000101384	0.43200000000000033	0.23186440677967088
VIM ENSG00000026025	0.4060000000000003	0.21423728813560233
ZBTB7A ENSG00000178951	0.47100000000000036	0.2583050847457737
COQ4 ENSG00000167113	0.5620000000000004	0.3200000000000136
MAPKAPK2 ENSG00000162889	0.36400000000000027	0.18576271186441468
RNF213 ENSG00000173821	0.5460000000000004	0.30915254237289447
AKAP9 ENSG00000127914	0.3980000000000003	0.20881355932204276
SNRNP70 ENSG00000104852	0.3890000000000003	0.20271186440678826
ASS1 ENSG00000130707	0.4100000000000003	0.2169491525423821
IDH3B ENSG00000101365	0.3850000000000003	0.2000000000000085
GCN1L1 ENSG00000089154	0.3760000000000003	0.193898305084754
C1QC ENSG00000159189	0.46900000000000036	0.2569491525423838
LRRFIP1 ENSG00000124831	0.6160000000000004	0.35661016949154056
APOBEC3G ENSG00000239713	0.35300000000000026	0.17830508474577028
PNPLA8 ENSG00000135241	0.43400000000000033	0.23322033898306077
TAPBP ENSG00000231925	0.45900000000000035	0.2501694915254344
NECAP2 ENSG00000157191	0.4220000000000003	0.22508474576272144
YWHAZ ENSG00000164924	0.6800000000000005	0.400000000000017
ATP6V0A1 ENSG00000033627	0.5480000000000004	0.3105084745762844
IGFBP7 ENSG00000163453	0.8760000000000007	0.5328813559322261
RENBP ENSG00000102032	0.35200000000000026	0.17762711864407535
CHMP3 ENSG00000115561	0.33300000000000024	0.1647457627118714
OGFRL1 ENSG00000119900	0.33900000000000025	0.16881355932204106
TMEM121 ENSG00000184986	0.5430000000000004	0.30711864406780964
RAB27A ENSG00000069974	0.34900000000000025	0.1755932203389905
GPX1 ENSG00000233276	0.5650000000000004	0.32203389830509843
UCK2 ENSG00000143179	0.4270000000000003	0.22847457627119616
TOR1AIP2 ENSG00000169905	0.34600000000000025	0.17355932203390567
ACADVL ENSG00000072778	0.4890000000000004	0.2705084745762827
PSTPIP1 ENSG00000140368	0.5670000000000004	0.3233898305084883
NAPRT ENSG00000147813	0.5220000000000004	0.2928813559322158
WDR1 ENSG00000071127	0.5070000000000003	0.28271186440679164
C18orf25 ENSG00000152242	0.3950000000000003	0.20677966101695794
NFATC4 ENSG00000100968	0.36400000000000027	0.18576271186441468
MICA ENSG00000204520	0.3950000000000003	0.20677966101695794
TANGO6 ENSG00000103047	0.4170000000000003	0.2216949152542467
SSBP1 ENSG00000106028	0.5600000000000004	0.3186440677966237
CD79A ENSG00000105369	0.7340000000000005	0.43661016949154396
MINOS1 ENSG00000173436	0.4950000000000004	0.27457627118645234
TNKS ENSG00000173273	0.32000000000000023	0.15593220338983713
ZC3HC1 ENSG00000091732	0.46100000000000035	0.25152542372882425
NEAT1 ENSG00000245532	0.5760000000000004	0.3294915254237428
SMIM1 ENSG00000235169	0.3880000000000003	0.20203389830509333
BEX4 ENSG00000102409	0.3990000000000003	0.20949152542373772
PFDN2 ENSG00000143256	0.5040000000000003	0.2806779661017068
MAGED2 ENSG00000102316	0.6210000000000004	0.3600000000000153
CHPF2 ENSG00000033100	0.5230000000000004	0.2935593220339108
PITPNC1 ENSG00000154217	0.44600000000000034	0.2413559322034001
EIF4A1 ENSG00000161960	0.3940000000000003	0.206101694915263
DPY19L4 ENSG00000156162	0.47900000000000037	0.26372881355933325
UBFD1 ENSG00000103353	0.3760000000000003	0.193898305084754
LGALS1 ENSG00000100097	0.44900000000000034	0.24338983050848492
AIF1 ENSG00000204472	0.43900000000000033	0.2366101694915355
SOD2 ENSG00000112096	0.46000000000000035	0.2508474576271293
COPB2 ENSG00000184432	0.44300000000000034	0.23932203389831527
PHYKPL ENSG00000175309	0.3970000000000003	0.20813559322034783
HERPUD2 ENSG00000122557	0.3020000000000002	0.14372881355932812
PLAU ENSG00000122861	0.4170000000000003	0.2216949152542467
RGS14 ENSG00000169220	0.36100000000000027	0.18372881355932985
MYSM1 ENSG00000162601	0.33100000000000024	0.16338983050848152
RNASET2 ENSG00000026297	1.5649999999999384	1.0
GRN ENSG00000030582	0.5480000000000004	0.3105084745762844
UBE2D3 ENSG00000109332	0.44000000000000034	0.23728813559323042
ALDOA ENSG00000149925	0.5240000000000004	0.2942372881356057
COL6A2 ENSG00000142173	0.5400000000000004	0.3050847457627248
BRI3 ENSG00000164713	0.48100000000000037	0.2650847457627231
STAT2 ENSG00000170581	0.46600000000000036	0.254915254237299
HEBP2 ENSG00000051620	0.6100000000000004	0.3525423728813709
DOCK10 ENSG00000135905	0.3760000000000003	0.193898305084754
KLF10 ENSG00000155090	0.44800000000000034	0.24271186440679
STAB1 ENSG00000010327	0.3800000000000003	0.1966101694915338
PHF21A ENSG00000135365	0.4140000000000003	0.21966101694916187
HLA-B ENSG00000234745	0.5310000000000004	0.2989830508474703
FAM65B ENSG00000111913	0.5430000000000004	0.30711864406780964
PKD1P6 ENSG00000270580	0.3820000000000003	0.19796610169492365
COX5B ENSG00000135940	0.5510000000000004	0.3125423728813692
TTC13 ENSG00000143643	0.3740000000000003	0.1925423728813641
HOXC4 ENSG00000198353	0.46000000000000035	0.2508474576271293
POM121 ENSG00000196313	0.4180000000000003	0.22237288135594166
SAR1B ENSG00000152700	0.5030000000000003	0.28000000000001185
SMURF2 ENSG00000108854	0.3940000000000003	0.206101694915263
TNFRSF12A ENSG00000006327	0.4920000000000004	0.2725423728813675
CXXC1 ENSG00000154832	0.3700000000000003	0.18983050847458433
WBP11 ENSG00000084463	0.5330000000000004	0.3003389830508602
LINC01420 ENSG00000204272	0.5050000000000003	0.28135593220340177
SH3GL1 ENSG00000141985	0.46900000000000036	0.2569491525423838
SCAND1 ENSG00000171222	0.45500000000000035	0.2474576271186546
SUN2 ENSG00000100242	0.36200000000000027	0.18440677966102478
RAC2 ENSG00000128340	0.5230000000000004	0.2935593220339108
RAP2A ENSG00000125249	0.44800000000000034	0.24271186440679
CMTM3 ENSG00000140931	0.3950000000000003	0.20677966101695794
QSER1 ENSG00000060749	0.45500000000000035	0.2474576271186546
AP2M1 ENSG00000161203	0.44800000000000034	0.24271186440679
PSME2 ENSG00000100911	0.4120000000000003	0.21830508474577198
CALR ENSG00000179218	0.4160000000000003	0.22101694915255177
MYO1D ENSG00000176658	0.4850000000000004	0.2677966101695029
GLTSCR2 ENSG00000105373	0.5130000000000003	0.28677966101696134
CCDC47 ENSG00000108588	0.5720000000000004	0.32677966101696304
FAM45A ENSG00000119979	0.47400000000000037	0.2603389830508585
ADCY3 ENSG00000138031	0.46100000000000035	0.25152542372882425
SUMO2 ENSG00000188612	0.5240000000000004	0.2942372881356057
EEF1A1 ENSG00000156508	0.43300000000000033	0.2325423728813658
SEPN1 ENSG00000162430	0.47400000000000037	0.2603389830508585
SLC25A6 ENSG00000169100	0.5070000000000003	0.28271186440679164
SERF2 ENSG00000140264	0.44200000000000034	0.2386440677966203
DERA ENSG00000023697	0.4240000000000003	0.2264406779661113
SMARCA5 ENSG00000153147	0.33200000000000024	0.16406779661017645
SLBP ENSG00000163950	0.43700000000000033	0.2352542372881456
SIPA1 ENSG00000213445	0.3700000000000003	0.18983050847458433
LILRB4 ENSG00000186818	0.4180000000000003	0.22237288135594166
CCL4 ENSG00000275302	0.44400000000000034	0.2400000000000102
HMGCL ENSG00000117305	0.4200000000000003	0.22372881355933155
SPARC ENSG00000113140	0.43400000000000033	0.23322033898306077
SET ENSG00000119335	0.5460000000000004	0.30915254237289447
EPS8 ENSG00000151491	0.5410000000000004	0.3057627118644198
HECTD4 ENSG00000173064	0.3820000000000003	0.19796610169492365
WLS ENSG00000116729	0.4240000000000003	0.2264406779661113
N4BP2L2 ENSG00000244754	0.3870000000000003	0.2013559322033984
WARS ENSG00000140105	0.6230000000000004	0.3613559322034052
DHX34 ENSG00000134815	0.43900000000000033	0.2366101694915355
TMEM14A ENSG00000096092	0.5220000000000004	0.2928813559322158
SF1 ENSG00000168066	0.43200000000000033	0.23186440677967088
FSTL3 ENSG00000070404	0.4940000000000004	0.27389830508475743
ZNF282 ENSG00000170265	0.4250000000000003	0.22711864406780627
TBC1D16 ENSG00000167291	0.5540000000000004	0.31457627118645404
PRR13 ENSG00000205352	0.3980000000000003	0.20881355932204276
MYL6 ENSG00000092841	0.4010000000000003	0.21084745762712762
NUTF2 ENSG00000102898	0.43200000000000033	0.23186440677967088
SMCHD1 ENSG00000101596	0.4280000000000003	0.2291525423728911
PRRC2C ENSG00000117523	0.4220000000000003	0.22508474576272144
VCL ENSG00000035403	0.36700000000000027	0.1877966101694995
LHFP ENSG00000183722	0.4890000000000004	0.2705084745762827
RABL6 ENSG00000196642	0.45400000000000035	0.24677966101695964
U2SURP ENSG00000163714	0.5100000000000003	0.28474576271187646
SEPW1 ENSG00000178980	0.5410000000000004	0.3057627118644198
AHI1 ENSG00000135541	0.4170000000000003	0.2216949152542467
UTRN ENSG00000152818	0.4070000000000003	0.21491525423729727
NAA25 ENSG00000111300	0.2940000000000002	0.13830508474576858
SHISA2 ENSG00000180730	0.7850000000000006	0.47118644067798615
PFN2 ENSG00000070087	0.5980000000000004	0.34440677966103156
TXNDC12 ENSG00000117862	0.4150000000000003	0.22033898305085683
TBRG1 ENSG00000154144	0.36500000000000027	0.1864406779661096
TRAF7 ENSG00000131653	0.4870000000000004	0.2691525423728928
ME2 ENSG00000082212	0.34900000000000025	0.1755932203389905
SLC35A1 ENSG00000164414	0.35200000000000026	0.17762711864407535
NDUFA3 ENSG00000170906	0.4230000000000003	0.22576271186441638
PIM2 ENSG00000102096	0.4230000000000003	0.22576271186441638
FKBP5 ENSG00000096060	0.4040000000000003	0.21288135593221244
SMAP2 ENSG00000084070	0.3820000000000003	0.19796610169492365
PHF14 ENSG00000106443	0.45700000000000035	0.2488135593220445
FADS2 ENSG00000134824	0.44400000000000034	0.2400000000000102
TMBIM6 ENSG00000139644	0.45500000000000035	0.2474576271186546
XAGE1B ENSG00000204382	0.6310000000000004	0.36677966101696474
ECH1 ENSG00000104823	0.45200000000000035	0.24542372881356975
MSRB2 ENSG00000148450	0.3920000000000003	0.2047457627118731
LRRC41 ENSG00000132128	0.4120000000000003	0.21830508474577198
DGCR6L ENSG00000128185	0.48100000000000037	0.2650847457627231
CCT3 ENSG00000163468	0.44300000000000034	0.23932203389831527
NACA2 ENSG00000253506	0.4960000000000004	0.2752542372881473
MALAT1 ENSG00000251562	0.5000000000000003	0.277966101694927
ODF2 ENSG00000136811	0.35200000000000026	0.17762711864407535
TMEM223 ENSG00000168569	0.43900000000000033	0.2366101694915355
YWHAH ENSG00000128245	0.44400000000000034	0.2400000000000102
RILPL2 ENSG00000150977	0.2640000000000002	0.11796610169492025
KDM2A ENSG00000173120	0.6090000000000004	0.35186440677967595
EIF5 ENSG00000100664	0.5410000000000004	0.3057627118644198
EDF1 ENSG00000107223	0.47200000000000036	0.25898305084746864
MYL12B ENSG00000118680	0.5250000000000004	0.29491525423730064
CRK ENSG00000167193	0.4190000000000003	0.2230508474576366
GAS7 ENSG00000007237	0.6260000000000004	0.36338983050849
NSD1 ENSG00000165671	0.35100000000000026	0.1769491525423804
ANKRD10 ENSG00000088448	0.4000000000000003	0.21016949152543266
CPNE2 ENSG00000140848	0.4050000000000003	0.21355932203390737
CCDC80 ENSG00000091986	0.4240000000000003	0.2264406779661113
TNFSF13B ENSG00000102524	0.3140000000000002	0.15186440677966745
EEF1B2 ENSG00000114942	0.4270000000000003	0.22847457627119616
SEC11A ENSG00000140612	0.43800000000000033	0.23593220338984053
SLC2A1 ENSG00000117394	0.44900000000000034	0.24338983050848492
PSMD2 ENSG00000175166	0.4300000000000003	0.230508474576281
FAM63B ENSG00000128923	0.46000000000000035	0.2508474576271293
RIOK3 ENSG00000101782	0.5280000000000004	0.29694915254238546
KDM3B ENSG00000120733	0.3910000000000003	0.20406779661017815
POU2F2 ENSG00000028277	0.4280000000000003	0.2291525423728911
ETNK1 ENSG00000139163	0.3960000000000003	0.20745762711865287
COL14A1 ENSG00000187955	0.4940000000000004	0.27389830508475743
MUL1 ENSG00000090432	0.47300000000000036	0.2596610169491636
THY1 ENSG00000154096	0.46000000000000035	0.2508474576271293
PRDX4 ENSG00000123131	0.3760000000000003	0.193898305084754
RSL24D1 ENSG00000137876	0.5040000000000003	0.2806779661017068
ARHGAP1 ENSG00000175220	0.34900000000000025	0.1755932203389905
HLA-DQA2 ENSG00000237541	0.43900000000000033	0.2366101694915355
RINT1 ENSG00000135249	0.48100000000000037	0.2650847457627231
AP1G1 ENSG00000166747	0.46700000000000036	0.2555932203389939
EGFL7 ENSG00000172889	0.5580000000000004	0.3172881355932338
TINAGL1 ENSG00000142910	0.4850000000000004	0.2677966101695029
TMEM167A ENSG00000174695	0.4150000000000003	0.22033898305085683
FERMT2 ENSG00000073712	0.4100000000000003	0.2169491525423821
HAUS2 ENSG00000137814	0.3860000000000003	0.20067796610170344
APLP2 ENSG00000084234	0.5270000000000004	0.29627118644069056
LIPA ENSG00000107798	0.47000000000000036	0.2576271186440788
DHRS4 ENSG00000157326	0.4220000000000003	0.22508474576272144
ST7 ENSG00000004866	0.4900000000000004	0.27118644067797765
SENP7 ENSG00000138468	0.36900000000000027	0.1891525423728894
ROMO1 ENSG00000125995	0.4890000000000004	0.2705084745762827
ARL4C ENSG00000188042	0.3100000000000002	0.1491525423728877
BHLHE40 ENSG00000134107	0.4170000000000003	0.2216949152542467
TMEM39B ENSG00000121775	0.32300000000000023	0.15796610169492195
MS4A7 ENSG00000166927	0.35900000000000026	0.18237288135593996
ST3GAL4 ENSG00000110080	0.5560000000000004	0.3159322033898439
PHACTR1 ENSG00000112137	0.33500000000000024	0.16610169491526128
DHFR ENSG00000228716	0.43600000000000033	0.23457627118645066
CDC16 ENSG00000130177	0.4030000000000003	0.21220338983051748
PIM3 ENSG00000198355	0.47600000000000037	0.26169491525424843
WWTR1 ENSG00000018408	0.47900000000000037	0.26372881355933325
TMED2 ENSG00000086598	0.43400000000000033	0.23322033898306077
TNFRSF13C ENSG00000159958	0.34500000000000025	0.17288135593221074
TPP1 ENSG00000166340	0.4830000000000004	0.26644067796611304
THOC1 ENSG00000079134	0.44200000000000034	0.2386440677966203
LGALS9 ENSG00000168961	0.4040000000000003	0.21288135593221244
CD5L ENSG00000073754	0.32100000000000023	0.15661016949153206
CFL1 ENSG00000172757	0.4040000000000003	0.21288135593221244
SPATC1L ENSG00000160284	0.3880000000000003	0.20203389830509333
JPH1 ENSG00000104369	0.45600000000000035	0.24813559322034953
POLR3C ENSG00000186141	0.3910000000000003	0.20406779661017815
CEBPG ENSG00000153879	0.35100000000000026	0.1769491525423804
TRIB3 ENSG00000101255	0.4890000000000004	0.2705084745762827
TOMM20 ENSG00000173726	0.5260000000000004	0.2955932203389956
TMEM109 ENSG00000110108	0.46400000000000036	0.2535593220339091
TEFM ENSG00000172171	0.34900000000000025	0.1755932203389905
TSPAN3 ENSG00000140391	0.4860000000000004	0.26847457627119786
MGP ENSG00000111341	0.45300000000000035	0.2461016949152647
CFD ENSG00000197766	0.5410000000000004	0.3057627118644198
NSMCE4A ENSG00000107672	0.3760000000000003	0.193898305084754
CD36 ENSG00000135218	0.46800000000000036	0.25627118644068886
AKAP8 ENSG00000105127	0.3110000000000002	0.14983050847458262
SUPT6H ENSG00000109111	0.4130000000000003	0.21898305084746694
THYN1 ENSG00000151500	0.35700000000000026	0.18101694915255007
FGFR1OP2 ENSG00000111790	0.4150000000000003	0.22033898305085683
CBX3 ENSG00000122565	0.6000000000000004	0.3457627118644215
SERPINB1 ENSG00000021355	0.4030000000000003	0.21220338983051748
CREG1 ENSG00000143162	0.5530000000000004	0.3138983050847591
ARID2 ENSG00000189079	0.3970000000000003	0.20813559322034783
PPP3CA ENSG00000138814	0.33500000000000024	0.16610169491526128
FTSJ2 ENSG00000122687	0.36700000000000027	0.1877966101694995
ACTR6 ENSG00000075089	0.32200000000000023	0.15728813559322702
MPRIP ENSG00000133030	0.47400000000000037	0.2603389830508585
ARAF ENSG00000078061	0.3010000000000002	0.1430508474576332
CHCHD6 ENSG00000159685	0.5040000000000003	0.2806779661017068
PPP1R7 ENSG00000115685	0.35800000000000026	0.181694915254245
RBM6 ENSG00000004534	0.4980000000000004	0.2766101694915372
SNRNP40 ENSG00000060688	0.4980000000000004	0.2766101694915372
SLC25A13 ENSG00000004864	0.4880000000000004	0.2698305084745877
SNHG9 ENSG00000255198	0.4110000000000003	0.21762711864407705
AP1S2 ENSG00000182287	0.5260000000000004	0.2955932203389956
PRKAG1 ENSG00000181929	0.3810000000000003	0.19728813559322872
GNAS ENSG00000087460	0.46600000000000036	0.254915254237299
EIF4H ENSG00000106682	0.5450000000000004	0.3084745762711995
CLK4 ENSG00000113240	0.3780000000000003	0.1952542372881439
HLA-DPA1 ENSG00000231389	0.4820000000000004	0.2657627118644181
ZFP36 ENSG00000128016	0.47000000000000036	0.2576271186440788
GPI ENSG00000105220	0.4880000000000004	0.2698305084745877
RAD50 ENSG00000113522	0.4920000000000004	0.2725423728813675
CMTR1 ENSG00000137200	0.3110000000000002	0.14983050847458262
HDAC8 ENSG00000147099	0.3800000000000003	0.1966101694915338
ELF1 ENSG00000120690	0.3950000000000003	0.20677966101695794
PLS3 ENSG00000102024	0.5560000000000004	0.3159322033898439
DFFA ENSG00000160049	0.5770000000000004	0.33016949152543773
UNC93B1 ENSG00000110057	0.33100000000000024	0.16338983050848152
MBNL3 ENSG00000076770	0.4060000000000003	0.21423728813560233
CEP170 ENSG00000143702	0.3970000000000003	0.20813559322034783
CD93 ENSG00000125810	0.3810000000000003	0.19728813559322872
EHD4 ENSG00000103966	0.43300000000000033	0.2325423728813658
DGCR2 ENSG00000070413	0.45400000000000035	0.24677966101695964
AKAP13 ENSG00000170776	0.4230000000000003	0.22576271186441638
UBB ENSG00000170315	0.48100000000000037	0.2650847457627231
HIPK2 ENSG00000064393	0.7750000000000006	0.4644067796610367
PSAP ENSG00000197746	0.3910000000000003	0.20406779661017815
CERK ENSG00000100422	0.3910000000000003	0.20406779661017815
DENR ENSG00000139726	0.47100000000000036	0.2583050847457737
TOP1 ENSG00000198900	0.6630000000000005	0.38847457627120296
SNX6 ENSG00000129515	0.46800000000000036	0.25627118644068886
SH3BP5 ENSG00000131370	0.2830000000000002	0.1308474576271242
EPM2AIP1 ENSG00000178567	0.3740000000000003	0.1925423728813641
KCNAB2 ENSG00000069424	0.35200000000000026	0.17762711864407535
AKAP17A ENSG00000197976	0.4110000000000003	0.21762711864407705
NDUFV1 ENSG00000167792	0.3870000000000003	0.2013559322033984
IFRD1 ENSG00000006652	0.4010000000000003	0.21084745762712762
CLIC1 ENSG00000213719	0.44300000000000034	0.23932203389831527
THADA ENSG00000115970	0.3900000000000003	0.20338983050848322
ATP2B1 ENSG00000070961	0.43400000000000033	0.23322033898306077
PNPLA6 ENSG00000032444	0.34300000000000025	0.17152542372882085
SKIL ENSG00000136603	0.3780000000000003	0.1952542372881439
FAHD1 ENSG00000180185	0.44700000000000034	0.24203389830509503
MFAP5 ENSG00000197614	0.20200000000000015	0.07593220338983374
CALM2 ENSG00000143933	0.5620000000000004	0.3200000000000136
GOLGA1 ENSG00000136935	0.4050000000000003	0.21355932203390737
YRDC ENSG00000196449	0.5570000000000004	0.31661016949153886
OTUB1 ENSG00000167770	0.46100000000000035	0.25152542372882425
MRPL28 ENSG00000086504	0.46600000000000036	0.254915254237299
ARFIP2 ENSG00000132254	0.5570000000000004	0.31661016949153886
ASPH ENSG00000198363	0.5040000000000003	0.2806779661017068
STX6 ENSG00000135823	0.2830000000000002	0.1308474576271242
TMEM181 ENSG00000146433	0.46200000000000035	0.2522033898305192
EPAS1 ENSG00000116016	0.47000000000000036	0.2576271186440788
COLGALT1 ENSG00000130309	0.5170000000000003	0.28949152542374107
ABCA2 ENSG00000107331	0.5030000000000003	0.28000000000001185
SLC6A8 ENSG00000130821	0.8450000000000006	0.5118644067796828
CCND1 ENSG00000110092	0.4890000000000004	0.2705084745762827
PPP2R5C ENSG00000078304	0.4990000000000004	0.2772881355932321
SF3B2 ENSG00000087365	0.43200000000000033	0.23186440677967088
CARD16 ENSG00000204397	0.5190000000000003	0.290847457627131
APEX1 ENSG00000100823	0.5220000000000004	0.2928813559322158
XRN2 ENSG00000088930	0.4290000000000003	0.22983050847458605
A2M ENSG00000175899	0.5290000000000004	0.2976271186440804
HIF1A ENSG00000100644	0.34200000000000025	0.1708474576271259
MYO9B ENSG00000099331	0.5780000000000004	0.3308474576271327
DLD ENSG00000091140	0.45900000000000035	0.2501694915254344
DEF6 ENSG00000023892	0.6080000000000004	0.351186440677981
FOS ENSG00000170345	0.5380000000000004	0.3037288135593349
CSDE1 ENSG00000009307	0.4960000000000004	0.2752542372881473
DDX50 ENSG00000107625	0.4030000000000003	0.21220338983051748
GOLGA7 ENSG00000147533	0.46400000000000036	0.2535593220339091
MRC2 ENSG00000011028	0.46200000000000035	0.2522033898305192
CXCL12 ENSG00000107562	0.3950000000000003	0.20677966101695794
TRAF3IP3 ENSG00000009790	0.3970000000000003	0.20813559322034783
ECE1 ENSG00000117298	0.3800000000000003	0.1966101694915338
ATP1A1 ENSG00000163399	0.7280000000000005	0.4325423728813743
TM7SF3 ENSG00000064115	0.45500000000000035	0.2474576271186546
GLS ENSG00000115419	0.4100000000000003	0.2169491525423821
SF3B1 ENSG00000115524	0.5050000000000003	0.28135593220340177
SLC38A10 ENSG00000157637	0.4240000000000003	0.2264406779661113
EIF4B ENSG00000063046	0.7180000000000005	0.4257627118644249
MAVS ENSG00000088888	0.47700000000000037	0.2623728813559434
DHX9 ENSG00000135829	0.4260000000000003	0.2277966101695012
ZNF180 ENSG00000167384	0.3930000000000003	0.20542372881356805
TAF8 ENSG00000137413	0.3920000000000003	0.2047457627118731
GTF2F1 ENSG00000125651	0.3920000000000003	0.2047457627118731
WAPAL ENSG00000062650	0.44100000000000034	0.23796610169492538
EIF6 ENSG00000242372	0.45500000000000035	0.2474576271186546
USP36 ENSG00000055483	0.4830000000000004	0.26644067796611304
CDK6 ENSG00000105810	0.45400000000000035	0.24677966101695964
PABPC3 ENSG00000151846	0.36600000000000027	0.18711864406780457
SDHC ENSG00000143252	0.47600000000000037	0.26169491525424843
NRM ENSG00000137404	0.4080000000000003	0.21559322033899223
LYL1 ENSG00000104903	0.5010000000000003	0.278644067796622
SYVN1 ENSG00000162298	0.6570000000000005	0.38440677966103326
CALM3 ENSG00000160014	0.4060000000000003	0.21423728813560233
SLC6A15 ENSG00000072041	0.5440000000000004	0.3077966101695046
NUDT15 ENSG00000136159	0.4210000000000003	0.22440677966102648
FCRL2 ENSG00000132704	0.2740000000000002	0.1247457627118697
LRPAP1 ENSG00000163956	0.5680000000000004	0.32406779661018326
COL3A1 ENSG00000168542	0.9440000000000007	0.5789830508474823
IFI6 ENSG00000126709	0.4910000000000004	0.2718644067796726
UBXN1 ENSG00000162191	0.3910000000000003	0.20406779661017815
ZFP36L2 ENSG00000152518	0.5120000000000003	0.2861016949152664
CD59 ENSG00000085063	0.5490000000000004	0.3111864406779793
GEMIN5 ENSG00000082516	0.44800000000000034	0.24271186440679
ING5 ENSG00000168395	0.3860000000000003	0.20067796610170344
MPC2 ENSG00000143158	0.45100000000000035	0.24474576271187481
TFG ENSG00000114354	0.6300000000000004	0.3661016949152698
API5 ENSG00000166181	0.43600000000000033	0.23457627118645066
NSFL1C ENSG00000088833	0.4120000000000003	0.21830508474577198
TMED9 ENSG00000184840	0.5810000000000004	0.3328813559322175
SLC19A1 ENSG00000173638	0.43700000000000033	0.2352542372881456
N4BP2 ENSG00000078177	0.46800000000000036	0.25627118644068886
EIF3H ENSG00000147677	0.4270000000000003	0.22847457627119616
TUBA1A ENSG00000167552	0.45600000000000035	0.24813559322034953
IFI27L2 ENSG00000119632	0.4220000000000003	0.22508474576272144
NUDT2 ENSG00000164978	0.4300000000000003	0.230508474576281
FKBP15 ENSG00000119321	0.35200000000000026	0.17762711864407535
SMIM20 ENSG00000250317	0.34900000000000025	0.1755932203389905
NACA ENSG00000196531	0.4240000000000003	0.2264406779661113
UQCRB ENSG00000156467	0.5820000000000004	0.3335593220339125
PDE12 ENSG00000174840	0.3880000000000003	0.20203389830509333
TEX30 ENSG00000151287	0.4150000000000003	0.22033898305085683
FAHD2A ENSG00000115042	0.3960000000000003	0.20745762711865287
GCC1 ENSG00000179562	0.44600000000000034	0.2413559322034001
SP110 ENSG00000135899	0.3740000000000003	0.1925423728813641
TIMP2 ENSG00000035862	0.5430000000000004	0.30711864406780964
CAAP1 ENSG00000120159	0.35300000000000026	0.17830508474577028
KBTBD6 ENSG00000165572	0.3700000000000003	0.18983050847458433
DENND5A ENSG00000184014	0.3760000000000003	0.193898305084754
CDK16 ENSG00000102225	0.44700000000000034	0.24203389830509503
LSAMP ENSG00000185565	0.3900000000000003	0.20338983050848322
SFPQ ENSG00000116560	0.36900000000000027	0.1891525423728894
IL24 ENSG00000162892	0.3840000000000003	0.19932203389831354
S100A13 ENSG00000189171	0.46500000000000036	0.25423728813560403
BABAM1 ENSG00000105393	0.5140000000000003	0.28745762711865624
FRS2 ENSG00000166225	0.36900000000000027	0.1891525423728894
CDC23 ENSG00000094880	0.44900000000000034	0.24338983050848492
SLCO2B1 ENSG00000137491	0.4160000000000003	0.22101694915255177
PCOLCE ENSG00000106333	0.4080000000000003	0.21559322033899223
NCAPG2 ENSG00000146918	0.43500000000000033	0.2338983050847557
